idx,series,timepoint_hr,src,repair,dx,dy,ecc,q0x,q0y,q1x,q1y,q2x,q2y,q3x,q3y
142,PEG_S1,4.5,dots,repaired,0.0,0.0,off,437.19573974609375,198.85763549804688,692.338623046875,191.10630798339844,681.2745361328125,450.96783447265625,439.5524597167969,457.7014465332031
156,PEG_S1,5.0,dots,kept,0.0,0.0,off,452.208251953125,194.1532440185547,705.6033325195312,184.2566680908203,702.8261108398438,438.60870361328125,449.4309997558594,448.5052795410156
170,PEG_S1,5.5,dots,kept,0.0,0.0,off,443.1803894042969,222.26502990722656,696.6472778320312,210.1199951171875,677.8521728515625,475.3739013671875,424.38531494140625,487.5189514160156
184,PEG_S1,6.0,dots,kept,0.0,0.0,off,438.24896240234375,208.012451171875,696.6187744140625,194.96249389648438,685.8441772460938,463.0454406738281,427.474365234375,476.09539794921875
3,PEG_S2,0.0,dots,kept,0.0,0.0,off,477.58355712890625,193.87574768066406,706.9530029296875,184.94984436035156,698.0159912109375,425.92236328125,468.64654541015625,434.8482666015625
11,PEG_S2,0.0,dots,kept,0.0,0.0,ref,450.87298583984375,194.63800048828125,690.50732421875,185.23753356933594,686.910400390625,425.6925048828125,447.27606201171875,435.09295654296875
31,PEG_S2,0.5,dots,kept,0.0,0.0,off,469.59423828125,197.0124969482422,703.88916015625,185.08082580566406,700.309814453125,425.5440673828125,466.0149230957031,437.4757385253906
45,PEG_S2,1.0,dots,kept,0.0,0.0,off,455.2671813964844,197.50218200683594,686.321044921875,186.24945068359375,681.5631103515625,427.40777587890625,450.5092468261719,438.6604919433594
59,PEG_S2,1.5,dots,kept,0.0,0.0,off,441.5434265136719,192.743896484375,681.1647338867188,179.188232421875,681.6724853515625,419.3500061035156,442.05120849609375,432.9056701660156
73,PEG_S2,2.0,dots,kept,0.0,0.0,off,455.060302734375,211.24160766601562,693.1548461914062,199.9842529296875,690.16162109375,443.7456970214844,452.06707763671875,455.0030517578125
87,PEG_S2,2.5,dots,kept,0.0,0.0,off,461.8815612792969,211.31851196289062,693.0427856445312,200.36390686035156,686.5433349609375,444.0787353515625,455.3820495605469,455.0333251953125
101,PEG_S2,3.0,dots,kept,0.0,0.0,off,469.4591064453125,216.13442993164062,700.3488159179688,209.2906951904297,689.6167602539062,454.7737121582031,458.7270812988281,461.6174621582031
115,PEG_S2,3.5,dots,kept,0.0,0.0,off,469.60223388671875,212.0798797607422,701.1448974609375,203.30435180664062,693.4539184570312,451.1118469238281,461.9112548828125,459.8873596191406
129,PEG_S2,4.0,dots,kept,0.0,0.0,off,452.31927490234375,202.48233032226562,697.06396484375,195.86868286132812,692.7365112304688,439.1486511230469,447.9917907714844,445.7622985839844
143,PEG_S2,4.5,dots,kept,0.0,0.0,off,471.38909912109375,204.5092010498047,707.80810546875,197.71969604492188,699.8380126953125,445.6424560546875,463.41900634765625,452.4319763183594
157,PEG_S2,5.0,dots,kept,0.0,0.0,off,464.80609130859375,252.2573699951172,691.3135986328125,244.26666259765625,682.745361328125,486.7981262207031,456.23785400390625,494.7888488769531
171,PEG_S2,5.5,dots,kept,0.0,0.0,off,459.9963684082031,208.2630615234375,692.216064453125,198.48477172851562,687.1244506835938,440.8927001953125,454.9047546386719,450.6709899902344
185,PEG_S2,6.0,dots,kept,0.0,0.0,off,469.7488098144531,223.81893920898438,701.501220703125,216.3042449951172,693.8431396484375,463.2818603515625,462.0906982421875,470.79656982421875
17,PEG_S3,0.0,colour,kept,0.0,0.0,off,81.0,348.0,396.0,352.0,399.0,624.0,80.0,638.0
23,PEG_S3,0.0,colour,kept,0.0,0.0,ref,88.0,353.0,394.0,359.0,396.0,629.0,101.0,633.0
37,PEG_S3,0.5,dots,kept,0.0,0.0,off,82.82870483398438,356.5637512207031,392.5865478515625,347.9711608886719,395.1851806640625,624.4074096679688,85.42735290527344,633.0
51,PEG_S3,1.0,dots,kept,0.0,0.0,off,76.18401336669922,350.25701904296875,386.20880126953125,354.70330810546875,394.4923095703125,644.8358764648438,84.467529296875,640.3895874023438
65,PEG_S3,1.5,dots,kept,0.0,0.0,off,81.19444274902344,379.02777099609375,391.7749938964844,370.57501220703125,404.4583435058594,658.3472290039062,93.87777709960938,666.7999877929688
79,PEG_S3,2.0,dots,kept,0.0,0.0,off,75.64607238769531,359.7479248046875,385.8947448730469,348.0175476074219,390.9615478515625,621.923095703125,80.7128677368164,633.6534423828125
93,PEG_S3,2.5,dots,kept,0.0,0.0,off,75.8046646118164,359.65496826171875,378.6785583496094,351.96429443359375,389.1475524902344,632.4262084960938,86.27362823486328,640.116943359375
107,PEG_S3,3.0,dots,kept,0.0,0.0,off,79.33656311035156,368.4588928222656,377.71429443359375,346.6785583496094,378.375,616.375,79.99727630615234,638.1553344726562
121,PEG_S3,3.5,dots,kept,0.0,0.0,off,81.32205963134766,338.7652282714844,386.868408203125,340.131591796875,391.1099853515625,624.3300170898438,85.56363677978516,622.963623046875
135,PEG_S3,4.0,dots,repaired,0.0,0.0,off,64.44677734375,358.87237548828125,373.20758056640625,357.12908935546875,380.5426330566406,638.39501953125,71.68458557128906,644.2322998046875
149,PEG_S3,4.5,dots,kept,0.0,0.0,off,87.18611145019531,353.80914306640625,402.0212707519531,361.4893493652344,408.5428466796875,647.7571411132812,93.70769500732422,640.076904296875
167,PEG_S3,5.0,dots,repaired,0.0,0.0,off,88.61131286621094,337.96392822265625,397.37213134765625,336.22064208984375,404.7071533203125,617.486572265625,95.84912109375,623.3238525390625
179,PEG_S3,5.5,dots,repaired,0.0,0.0,off,64.05046081542969,334.69732666015625,372.811279296875,332.95404052734375,380.14630126953125,614.219970703125,71.28826904296875,620.0572509765625
193,PEG_S3,6.0,dots,kept,0.0,0.0,off,77.3890151977539,358.7271423339844,394.5603332519531,346.25860595703125,398.30767822265625,621.076904296875,81.13636016845703,633.5454711914062
20,PEG_control,0.0,dots,kept,0.0,0.0,ref,106.15277862548828,352.125,403.59722900390625,349.65277099609375,397.4444580078125,637.0277709960938,100.0,639.5
26,PEG_control,0.0,dots,kept,0.0,0.0,off,101.75193786621094,359.01177978515625,400.574462890625,356.0851135253906,404.6416320800781,647.7890014648438,105.81908416748047,650.7156982421875
40,PEG_control,0.5,dots,kept,0.0,0.0,off,83.6451644897461,325.9677429199219,386.2232971191406,337.02911376953125,386.62432861328125,635.03515625,80.32894897460938,636.8928833007812
54,PEG_control,1.0,dots,kept,0.0,0.0,off,81.25,341.8125,381.4732971191406,348.916015625,386.6196594238281,646.20654296875,80.85688018798828,651.0477294921875
68,PEG_control,1.5,dots,kept,0.0,0.0,off,87.4000015258789,345.971435546875,387.6026611328125,352.9139099121094,393.79864501953125,650.814453125,87.79469299316406,655.6778564453125
82,PEG_control,2.0,dots,kept,0.0,0.0,off,82.13953399658203,342.7209167480469,382.2676086425781,350.4718322753906,388.4504089355469,647.4959716796875,82.44155883789062,652.3395385742188
96,PEG_control,2.5,dots,kept,0.0,0.0,off,81.65384674072266,341.73077392578125,375.7132263183594,351.1323547363281,381.44091796875,642.5994262695312,80.68482208251953,645.4085693359375
110,PEG_control,3.0,dots,kept,0.0,0.0,off,71.5667495727539,344.3324890136719,373.3614501953125,342.4156494140625,377.0179748535156,634.36181640625,75.22328186035156,636.2786254882812
124,PEG_control,3.5,dots,kept,0.0,0.0,off,86.5999984741211,333.9200134277344,384.3333435058594,346.89129638671875,385.4751281738281,641.4668579101562,82.86973571777344,640.9358520507812
138,PEG_control,4.0,dots,kept,0.0,0.0,off,67.3125,340.9375,366.8791809082031,352.2751770019531,371.33251953125,648.2982788085938,71.76582336425781,636.9606323242188
152,PEG_control,4.5,dots,kept,0.0,0.0,off,87.11538696289062,337.80767822265625,388.1666564941406,350.51190185546875,389.7853088378906,647.2572631835938,83.482177734375,648.9793701171875
165,PEG_control,5.0,dots,kept,0.0,0.0,off,90.65789794921875,333.6842041015625,391.68353271484375,347.3038024902344,392.48443603515625,644.5510864257812,85.02641296386719,643.9566040039062
180,PEG_control,5.5,dots,kept,0.0,0.0,off,65.17646789550781,334.6764831542969,366.3642272949219,344.9735107421875,364.0859375,634.5703125,62.898170471191406,624.2732543945312
195,PEG_control,6.0,dots,kept,0.0,0.0,off,81.71428680419922,335.1428527832031,384.0,343.5679626464844,385.66314697265625,640.3831787109375,81.71827697753906,645.4881591796875
