idx,series,timepoint_hr,src,repair,dx,dy,ecc,q0x,q0y,q1x,q1y,q2x,q2y,q3x,q3y
75,COOH_L2,2.0,dots,kept,0.0,0.0,off,449.4227294921875,203.89505004882812,711.3881225585938,188.20091247558594,697.5963134765625,450.4495544433594,462.20367431640625,451.2173767089844
89,COOH_L2,2.5,dots,kept,0.0,0.0,off,432.628173828125,205.78338623046875,694.5504760742188,187.07798767089844,681.2877197265625,450.1886901855469,445.3117980957031,449.48876953125
103,COOH_L2,3.0,dots,repaired,0.0,0.0,off,410.578125,200.5690155029297,667.7928466796875,186.34921264648438,656.6743774414062,444.5997619628906,422.4346923828125,447.89373779296875
117,COOH_L2,3.5,dots,repaired,0.0,0.0,off,457.87933349609375,185.25987243652344,715.0940551757812,171.04006958007812,703.9755859375,429.2906188964844,469.73590087890625,432.5845947265625
131,COOH_L2,4.0,dots,kept,0.0,0.0,off,478.6837158203125,176.0569610595703,722.9041748046875,177.443115234375,713.3783569335938,441.1351318359375,469.15789794921875,439.7489929199219
145,COOH_L2,4.5,dots,repaired,0.0,0.0,off,460.69195556640625,188.81919860839844,717.9066772460938,174.59939575195312,706.7882080078125,432.8499450683594,472.54852294921875,436.1439208984375
159,COOH_L2,5.0,dots,repaired,0.0,0.0,off,446.68060302734375,234.5387725830078,703.8953247070312,220.3189697265625,692.77685546875,478.56951904296875,458.53717041015625,481.8634948730469
173,COOH_L2,5.5,dots,kept,0.0,0.0,off,452.6947326660156,199.87017822265625,711.1798706054688,186.41726684570312,691.0454711914062,448.6363525390625,466.4841003417969,443.0459289550781
187,COOH_L2,6.0,dots,repaired,0.0,0.0,off,440.84442138671875,212.99659729003906,698.0591430664062,198.77679443359375,686.940673828125,457.02734375,452.70098876953125,460.3213195800781
18,COOH_L3,0.0,dots,kept,0.0,0.0,off,111.38043212890625,326.09783935546875,392.61407470703125,314.9200439453125,402.239990234375,632.4000244140625,121.00634765625,643.5777587890625
24,COOH_L3,0.0,dots,kept,0.0,0.0,ref,115.06297302246094,331.3954772949219,406.1145935058594,330.9270935058594,400.12725830078125,633.2545166015625,120.7382583618164,642.9306640625
38,COOH_L3,0.5,dots,kept,0.0,0.0,off,90.50633239746094,317.7236328125,388.3295593261719,318.55682373046875,383.3766174316406,626.402587890625,85.55340576171875,625.5693969726562
52,COOH_L3,1.0,dots,kept,0.0,0.0,off,86.16627502441406,325.8711853027344,388.4008483886719,331.4388122558594,379.74737548828125,631.7157592773438,92.2712631225586,644.0023193359375
66,COOH_L3,1.5,dots,kept,0.0,0.0,off,91.88472747802734,330.1786804199219,393.9750061035156,334.6642761230469,387.1600036621094,634.3800048828125,99.45255279541016,648.0584106445312
80,COOH_L3,2.0,dots,kept,0.0,0.0,off,87.06034851074219,326.6293029785156,389.22283935546875,333.396728515625,381.2745056152344,633.62744140625,79.11203002929688,626.8600463867188
94,COOH_L3,2.5,dots,kept,0.0,0.0,off,79.33184051513672,325.1390075683594,377.24896240234375,336.5477294921875,370.3571472167969,631.0178833007812,72.44001770019531,619.609130859375
108,COOH_L3,3.0,dots,kept,0.0,0.0,off,80.71923065185547,314.55767822265625,381.8269348144531,332.9278869628906,369.0422668457031,626.54931640625,67.93456268310547,608.1790771484375
122,COOH_L3,3.5,dots,kept,0.0,0.0,off,87.1043472290039,321.36956787109375,391.968505859375,335.10235595703125,379.69091796875,627.036376953125,74.82675170898438,613.3035888671875
136,COOH_L3,4.0,dots,kept,0.0,0.0,off,88.86199951171875,353.3201599121094,374.4794616699219,339.4748840332031,365.6973571777344,636.0921020507812,80.07991027832031,649.9373779296875
