idx,series,t,arm,agarose,bsa,coating,rep,depth_mm,band_amount
0,0.4_BSA_PEG_magnet_r1,0.0,magnet,0.4,BSA,PEG,1,1.2000000000000002,2556.8245391845703
1,0.4_BSA_PEG_magnet_r1,0.0,magnet,0.4,BSA,PEG,1,0.925,2309.8394889831543
2,0.4_BSA_PEG_magnet_r2,0.0,magnet,0.4,BSA,PEG,2,3.0791666666666666,4456.970474243164
3,0.4_BSA_PEG_magnet_r2,0.0,magnet,0.4,BSA,PEG,2,2.4375,4581.000160217285
4,0.4_BSA_PEG_magnet_r3,0.0,magnet,0.4,BSA,PEG,3,0.0,0.0
5,0.4_BSA_PEG_magnet_r3,0.0,magnet,0.4,BSA,PEG,3,0.0,0.0
6,0.4_BSA_COOH_magnet_r2,0.0,magnet,0.4,BSA,COOH,2,2.941666666666667,3936.844379425049
7,0.4_BSA_COOH_magnet_r2,0.0,magnet,0.4,BSA,COOH,2,2.872916666666667,3704.993606567383
8,0.4_BSA_COOH_magnet_r1,0.0,magnet,0.4,BSA,COOH,1,0.0,0.0
9,0.4_BSA_COOH_magnet_r1,0.0,magnet,0.4,BSA,COOH,1,0.0,0.0
10,0.4_BSA_COOH_magnet_r3,0.0,magnet,0.4,BSA,COOH,3,3.2625,4218.687007904053
11,0.4_BSA_COOH_magnet_r3,0.0,magnet,0.4,BSA,COOH,3,3.125,3912.637626647949
12,0.4_BSA_PEG_control_r1,0.0,control,0.4,BSA,PEG,1,0.85625,2244.9672088623047
14,0.4_BSA_PEG_control_r3,0.0,control,0.4,BSA,PEG,3,1.5208333333333335,3097.67525100708
15,0.4_BSA_COOH_control_r1,0.0,control,0.4,BSA,COOH,1,2.941666666666667,4062.8787956237793
16,0.4_BSA_COOH_control_r2,0.0,control,0.4,BSA,COOH,2,0.0,0.0
17,0.4_BSA_COOH_control_r3,0.0,control,0.4,BSA,COOH,3,2.872916666666667,4067.431125640869
18,0.4_BSA_PEG_magnet_r1,1.0,magnet,0.4,BSA,PEG,1,0.925,2576.0901794433594
19,0.4_BSA_PEG_magnet_r2,1.0,magnet,0.4,BSA,PEG,2,3.125,4355.180465698242
20,0.4_BSA_PEG_magnet_r3,1.0,magnet,0.4,BSA,PEG,3,2.5520833333333335,3733.94429397583
21,0.4_BSA_COOH_magnet_r1,1.0,magnet,0.4,BSA,COOH,1,2.4604166666666667,3848.3261375427246
22,0.4_BSA_COOH_magnet_r2,1.0,magnet,0.4,BSA,COOH,2,2.0479166666666666,4045.6852264404297
23,0.4_BSA_COOH_magnet_r3,1.0,magnet,0.4,BSA,COOH,3,0.07708333333333339,221.9229621887207
24,0.4_BSA_PEG_control_r2,1.0,control,0.4,BSA,PEG,2,2.5520833333333335,5022.95397567749
25,0.4_BSA_PEG_control_r1,1.0,control,0.4,BSA,PEG,1,2.91875,4361.590301513672
26,0.4_BSA_PEG_control_r3,1.0,control,0.4,BSA,PEG,3,2.85,5021.162328720093
27,0.4_BSA_COOH_control_r1,1.0,control,0.4,BSA,COOH,1,2.23125,3247.3212890625
28,0.4_BSA_COOH_control_r2,1.0,control,0.4,BSA,COOH,2,2.7354166666666666,4632.508165359497
29,0.4_BSA_COOH_control_r3,1.0,control,0.4,BSA,COOH,3,2.1395833333333334,3932.8095092773438
30,0.4_BSA_PEG_magnet_r1,2.0,magnet,0.4,BSA,PEG,1,2.277083333333333,3194.0916633605957
31,0.4_BSA_PEG_magnet_r2,2.0,magnet,0.4,BSA,PEG,2,2.9875,3668.96053314209
32,0.4_BSA_PEG_magnet_r3,2.0,magnet,0.4,BSA,PEG,3,2.1166666666666667,1245.275390625
33,0.4_BSA_COOH_magnet_r1,2.0,magnet,0.4,BSA,COOH,1,2.575,3054.4261474609375
34,0.4_BSA_COOH_magnet_r2,2.0,magnet,0.4,BSA,COOH,2,2.025,3739.612937927246
35,0.4_BSA_COOH_magnet_r3,2.0,magnet,0.4,BSA,COOH,3,2.50625,4480.019733428955
36,0.4_BSA_PEG_control_r1,2.0,control,0.4,BSA,PEG,1,2.3229166666666665,5006.088403701782
37,0.4_BSA_PEG_control_r2,2.0,control,0.4,BSA,PEG,2,2.4604166666666667,4755.8721351623535
38,0.4_BSA_PEG_control_r3,2.0,control,0.4,BSA,PEG,3,3.5145833333333334,4898.527648925781
39,0.4_BSA_COOH_control_r1,2.0,control,0.4,BSA,COOH,1,1.5208333333333335,3024.0821056365967
40,0.4_BSA_COOH_control_r2,2.0,control,0.4,BSA,COOH,2,2.2083333333333335,4829.911287307739
41,0.4_BSA_COOH_control_r3,2.0,control,0.4,BSA,COOH,3,2.3229166666666665,3892.262195587158
42,0.4_BSA_PEG_magnet_r1,3.0,magnet,0.4,BSA,PEG,1,2.36875,3346.805019378662
43,0.4_BSA_PEG_magnet_r2,3.0,magnet,0.4,BSA,PEG,2,2.345833333333333,3841.045886993408
44,0.4_BSA_PEG_magnet_r3,3.0,magnet,0.4,BSA,PEG,3,2.941666666666667,1919.491828918457
45,0.4_BSA_COOH_magnet_r1,3.0,magnet,0.4,BSA,COOH,1,2.6666666666666665,3165.229434967041
46,0.4_BSA_COOH_magnet_r2,3.0,magnet,0.4,BSA,COOH,2,2.7583333333333333,3315.7475814819336
47,0.4_BSA_COOH_magnet_r3,3.0,magnet,0.4,BSA,COOH,3,2.5520833333333335,4280.565496444702
48,0.4_BSA_PEG_control_r1,3.0,control,0.4,BSA,PEG,1,2.23125,4447.824653625488
49,0.4_BSA_PEG_control_r2,3.0,control,0.4,BSA,PEG,2,2.3916666666666666,4351.629325866699
50,0.4_BSA_PEG_control_r3,3.0,control,0.4,BSA,PEG,3,2.7583333333333333,5059.590278625488
51,0.4_BSA_COOH_control_r1,3.0,control,0.4,BSA,COOH,1,1.5895833333333331,2715.3114433288574
52,0.4_BSA_COOH_control_r2,3.0,control,0.4,BSA,COOH,2,2.345833333333333,3319.9902114868164
53,0.4_BSA_COOH_control_r3,3.0,control,0.4,BSA,COOH,3,2.1625,3580.8768463134766
54,0.4_BSA_PEG_magnet_r1,4.0,magnet,0.4,BSA,PEG,1,3.33125,3348.101703643799
55,0.4_BSA_PEG_magnet_r2,4.0,magnet,0.4,BSA,PEG,2,3.1020833333333337,3967.993495941162
56,0.4_BSA_PEG_magnet_r3,4.0,magnet,0.4,BSA,PEG,3,2.7583333333333333,1694.2164611816406
57,0.4_BSA_COOH_magnet_r1,4.0,magnet,0.4,BSA,COOH,1,2.0708333333333333,3405.547317504883
58,0.4_BSA_COOH_magnet_r2,4.0,magnet,0.4,BSA,COOH,2,2.1625,4006.032772064209
59,0.4_BSA_COOH_magnet_r3,4.0,magnet,0.4,BSA,COOH,3,2.8958333333333335,5098.121162414551
60,0.4_BSA_PEG_control_r1,4.0,control,0.4,BSA,PEG,1,2.6666666666666665,3581.94429397583
61,0.4_BSA_PEG_control_r2,4.0,control,0.4,BSA,PEG,2,2.185416666666667,2748.8622512817383
62,0.4_BSA_PEG_control_r3,4.0,control,0.4,BSA,PEG,3,2.4375,3778.3182334899902
63,0.4_BSA_COOH_control_r1,4.0,control,0.4,BSA,COOH,1,2.09375,2846.194944381714
64,0.4_BSA_COOH_control_r2,4.0,control,0.4,BSA,COOH,2,2.64375,4893.206623077393
65,0.4_BSA_COOH_control_r3,4.0,control,0.4,BSA,COOH,3,1.75,4091.796712875366
66,0.4_BSA_PEG_magnet_r1,5.0,magnet,0.4,BSA,PEG,1,3.377083333333333,3798.6934089660645
67,0.4_BSA_PEG_magnet_r2,5.0,magnet,0.4,BSA,PEG,2,3.1937499999999996,4107.225921630859
68,0.4_BSA_PEG_magnet_r3,5.0,magnet,0.4,BSA,PEG,3,3.3083333333333336,2212.4065742492676
69,0.4_BSA_COOH_magnet_r1,5.0,magnet,0.4,BSA,COOH,1,0.6041666666666667,2180.4639167785645
70,0.4_BSA_COOH_magnet_r2,5.0,magnet,0.4,BSA,COOH,2,2.254166666666667,3511.0493698120117
71,0.4_BSA_COOH_magnet_r3,5.0,magnet,0.4,BSA,COOH,3,2.8958333333333335,4580.3884201049805
72,0.4_BSA_PEG_control_r1,5.0,control,0.4,BSA,PEG,1,2.8270833333333334,3459.4001502990723
73,0.4_BSA_PEG_control_r2,5.0,control,0.4,BSA,PEG,2,2.277083333333333,2781.07869720459
74,0.4_BSA_PEG_control_r3,5.0,control,0.4,BSA,PEG,3,5.11875,8921.722816467285
75,0.4_BSA_COOH_control_r3,5.0,control,0.4,BSA,COOH,3,1.81875,2701.468765258789
76,0.4_BSA_COOH_control_r2,5.0,control,0.4,BSA,COOH,2,2.1166666666666667,4008.9918632507324
77,0.4_BSA_COOH_control_r1,5.0,control,0.4,BSA,COOH,1,1.6354166666666665,1951.373836517334
78,0.4_BSA_PEG_magnet_r1,6.0,magnet,0.4,BSA,PEG,1,2.8270833333333334,4074.4459648132324
79,0.4_BSA_PEG_magnet_r2,6.0,magnet,0.4,BSA,PEG,2,2.345833333333333,4614.5607261657715
80,0.4_BSA_PEG_magnet_r3,6.0,magnet,0.4,BSA,PEG,3,1.6124999999999998,1067.5673141479492
81,0.4_BSA_COOH_magnet_r1,6.0,magnet,0.4,BSA,COOH,1,1.2229166666666669,2487.7508392333984
82,0.4_BSA_COOH_magnet_r2,6.0,magnet,0.4,BSA,COOH,2,2.345833333333333,4138.288650512695
83,0.4_BSA_COOH_magnet_r3,6.0,magnet,0.4,BSA,COOH,3,3.125,5243.537666320801
84,0.4_BSA_PEG_control_r1,6.0,control,0.4,BSA,PEG,1,1.7729166666666667,3127.396858215332
85,0.4_BSA_PEG_control_r2,6.0,control,0.4,BSA,PEG,2,3.010416666666667,2125.442642211914
86,0.4_BSA_PEG_control_r3,6.0,control,0.4,BSA,PEG,3,1.8645833333333335,2106.6491889953613
87,0.4_BSA_COOH_control_r1,6.0,control,0.4,BSA,COOH,1,1.13125,1673.7573356628418
88,0.4_BSA_COOH_control_r2,6.0,control,0.4,BSA,COOH,2,1.8416666666666668,3462.3689517974854
89,0.4_BSA_COOH_control_r3,6.0,control,0.4,BSA,COOH,3,1.5666666666666669,2899.5950241088867
90,0.4_BSA_PEG_magnet_r1,7.5,magnet,0.4,BSA,PEG,1,3.6520833333333336,6509.233055114746
91,0.4_BSA_PEG_magnet_r2,7.5,magnet,0.4,BSA,PEG,2,2.50625,4884.742881774902
92,0.4_BSA_PEG_magnet_r3,7.5,magnet,0.4,BSA,PEG,3,1.2458333333333331,1174.7426528930664
93,0.4_BSA_COOH_magnet_r1,7.5,magnet,0.4,BSA,COOH,1,2.345833333333333,3677.191623687744
94,0.4_BSA_COOH_magnet_r2,7.5,magnet,0.4,BSA,COOH,2,3.125,3821.3049240112305
95,0.4_BSA_COOH_magnet_r3,7.5,magnet,0.4,BSA,COOH,3,3.4458333333333337,5320.691303253174
96,0.4_BSA_PEG_control_r1,7.5,control,0.4,BSA,PEG,1,1.68125,2446.7590370178223
97,0.4_BSA_PEG_control_r2,7.5,control,0.4,BSA,PEG,2,1.7041666666666666,2408.9179725646973
98,0.4_BSA_PEG_control_r3,7.5,control,0.4,BSA,PEG,3,1.9333333333333331,2834.888427734375
99,0.4_BSA_COOH_control_r1,7.5,control,0.4,BSA,COOH,1,1.5666666666666669,1425.631160736084
100,0.4_BSA_COOH_control_r2,7.5,control,0.4,BSA,COOH,2,1.9104166666666669,2953.9280281066895
101,0.4_BSA_COOH_control_r3,7.5,control,0.4,BSA,COOH,3,1.1083333333333334,1799.386926651001
102,0.4_BSA_PEG_magnet_r1,9.0,magnet,0.4,BSA,PEG,1,3.5145833333333334,4406.911643981934
103,0.4_BSA_PEG_magnet_r2,9.0,magnet,0.4,BSA,PEG,2,3.1937499999999996,4462.909885406494
104,0.4_BSA_PEG_magnet_r3,9.0,magnet,0.4,BSA,PEG,3,3.0791666666666666,2140.186912536621
105,0.4_BSA_COOH_magnet_r1,9.0,magnet,0.4,BSA,COOH,1,3.0562500000000004,3986.252372741699
106,0.4_BSA_COOH_magnet_r2,9.0,magnet,0.4,BSA,COOH,2,2.8041666666666667,4603.386859893799
107,0.4_BSA_COOH_magnet_r3,9.0,magnet,0.4,BSA,COOH,3,3.675,5999.33740234375
108,0.4_BSA_PEG_control_r1,9.0,control,0.4,BSA,PEG,1,2.09375,3134.6295051574707
109,0.4_BSA_PEG_control_r2,9.0,control,0.4,BSA,PEG,2,1.7729166666666667,2743.527935028076
110,0.4_BSA_PEG_control_r3,9.0,control,0.4,BSA,PEG,3,1.8875000000000002,3258.5802841186523
111,0.4_BSA_COOH_control_r1,9.0,control,0.4,BSA,COOH,1,1.5895833333333331,1655.432933807373
112,0.4_BSA_COOH_control_r2,9.0,control,0.4,BSA,COOH,2,2.4145833333333333,1630.9999237060547
113,0.4_BSA_COOH_control_r3,9.0,control,0.4,BSA,COOH,3,1.7041666666666666,2636.0688514709473
114,0.4_BSA_PEG_magnet_r1,10.5,magnet,0.4,BSA,PEG,1,3.7666666666666666,4338.632637023926
115,0.4_BSA_PEG_magnet_r2,10.5,magnet,0.4,BSA,PEG,2,3.4229166666666666,4655.301498413086
116,0.4_BSA_PEG_magnet_r3,10.5,magnet,0.4,BSA,PEG,3,3.0562500000000004,1868.9770393371582
117,0.4_BSA_COOH_magnet_r1,10.5,magnet,0.4,BSA,COOH,1,3.0562500000000004,3536.236282348633
118,0.4_BSA_COOH_magnet_r2,10.5,magnet,0.4,BSA,COOH,2,2.597916666666667,4293.626651763916
119,0.4_BSA_COOH_magnet_r3,10.5,magnet,0.4,BSA,COOH,3,3.6520833333333336,5270.8391761779785
120,0.4_BSA_PEG_control_r1,10.5,control,0.4,BSA,PEG,1,2.0479166666666666,3277.0852909088135
121,0.4_BSA_PEG_control_r2,10.5,control,0.4,BSA,PEG,2,2.09375,3159.442481994629
122,0.4_BSA_PEG_control_r3,10.5,control,0.4,BSA,PEG,3,1.9791666666666665,3024.934555053711
123,0.4_BSA_COOH_control_r1,10.5,control,0.4,BSA,COOH,1,1.7729166666666667,1484.8065242767334
124,0.4_BSA_COOH_control_r3,10.5,control,0.4,BSA,COOH,3,5.966666666666667,7683.481928825378
125,0.4_BSA_COOH_control_r2,10.5,control,0.4,BSA,COOH,2,1.6354166666666665,2303.098289489746
126,0.4_BSA_PEG_magnet_r1,12.0,magnet,0.4,BSA,PEG,1,4.3625,7370.681980133057
127,0.4_BSA_PEG_magnet_r2,12.0,magnet,0.4,BSA,PEG,2,3.46875,5917.739410400391
128,0.4_BSA_PEG_magnet_r3,12.0,magnet,0.4,BSA,PEG,3,2.78125,2707.0161933898926
129,0.4_BSA_COOH_magnet_r1,12.0,magnet,0.4,BSA,COOH,1,2.575,3676.93448638916
130,0.4_BSA_COOH_magnet_r2,12.0,magnet,0.4,BSA,COOH,2,2.941666666666667,3616.3773803710938
131,0.4_BSA_COOH_magnet_r3,12.0,magnet,0.4,BSA,COOH,3,3.7437500000000004,5006.234169006348
132,0.4_BSA_PEG_control_r1,12.0,control,0.4,BSA,PEG,1,2.0479166666666666,3338.8655738830566
133,0.4_BSA_PEG_control_r2,12.0,control,0.4,BSA,PEG,2,1.8416666666666668,2819.560791015625
134,0.4_BSA_PEG_control_r3,12.0,control,0.4,BSA,PEG,3,2.002083333333333,2907.88858795166
135,0.4_BSA_COOH_control_r1,12.0,control,0.4,BSA,COOH,1,1.7729166666666667,1625.2426719665527
136,0.4_BSA_COOH_control_r2,12.0,control,0.4,BSA,COOH,2,6.08125,8372.958836555481
137,0.4_BSA_COOH_control_r3,12.0,control,0.4,BSA,COOH,3,6.058333333333334,8600.749140739441
138,0.4_BSA_PEG_magnet_r1,21.5,magnet,0.4,BSA,PEG,1,3.8812499999999996,3100.899890899658
139,0.4_BSA_PEG_magnet_r2,21.5,magnet,0.4,BSA,PEG,2,3.583333333333333,2994.6724548339844
140,0.4_BSA_PEG_magnet_r3,21.5,magnet,0.4,BSA,PEG,3,3.5374999999999996,3046.2558822631836
141,0.4_BSA_COOH_magnet_r1,21.5,magnet,0.4,BSA,COOH,1,2.345833333333333,2522.0918579101562
142,0.4_BSA_COOH_magnet_r2,21.5,magnet,0.4,BSA,COOH,2,3.4229166666666666,4675.421245574951
143,0.4_BSA_COOH_magnet_r3,21.5,magnet,0.4,BSA,COOH,3,3.904166666666667,4900.180442810059
144,0.4_BSA_PEG_control_r1,21.5,control,0.4,BSA,PEG,1,2.3916666666666666,4417.685443878174
145,0.4_BSA_PEG_control_r2,21.5,control,0.4,BSA,PEG,2,2.689583333333333,3541.0376358032227
146,0.4_BSA_PEG_control_r3,21.5,control,0.4,BSA,PEG,3,2.277083333333333,3317.908187866211
147,0.4_BSA_COOH_control_r1,21.5,control,0.4,BSA,COOH,1,2.1625,2406.0230865478516
149,0.4_BSA_COOH_control_r3,21.5,control,0.4,BSA,COOH,3,3.125,2934.8686599731445
150,0.4_non-BSA_PEG_magnet_r1,0.0,magnet,0.4,non-BSA,PEG,1,3.1708333333333334,2378.7149620056152
151,0.4_non-BSA_PEG_magnet_r1,0.0,magnet,0.4,non-BSA,PEG,1,2.4375,2103.5015964508057
152,0.4_non-BSA_PEG_magnet_r2,0.0,magnet,0.4,non-BSA,PEG,2,3.1937499999999996,2844.6262435913086
153,0.4_non-BSA_PEG_magnet_r2,0.0,magnet,0.4,non-BSA,PEG,2,2.9875,2757.8557319641113
154,0.4_non-BSA_PEG_magnet_r3,0.0,magnet,0.4,non-BSA,PEG,3,2.5520833333333335,3906.799934387207
155,0.4_non-BSA_PEG_magnet_r3,0.0,magnet,0.4,non-BSA,PEG,3,2.3229166666666665,4065.5050659179688
156,0.4_non-BSA_COOH_magnet_r1,0.0,magnet,0.4,non-BSA,COOH,1,3.4916666666666663,3868.4949989318848
157,0.4_non-BSA_COOH_magnet_r2,0.0,magnet,0.4,non-BSA,COOH,2,3.1937499999999996,4007.086908340454
158,0.4_non-BSA_COOH_magnet_r1,0.0,magnet,0.4,non-BSA,COOH,1,2.5520833333333335,2865.6162490844727
159,0.4_non-BSA_COOH_magnet_r2,0.0,magnet,0.4,non-BSA,COOH,2,3.1020833333333337,4066.0130920410156
160,0.4_non-BSA_COOH_magnet_r3,0.0,magnet,0.4,non-BSA,COOH,3,2.872916666666667,3505.1885299682617
161,0.4_non-BSA_COOH_magnet_r3,0.0,magnet,0.4,non-BSA,COOH,3,2.09375,2454.127830505371
162,0.4_non-BSA_PEG_control_r1,0.0,control,0.4,non-BSA,PEG,1,2.277083333333333,4109.963958740234
163,0.4_non-BSA_PEG_control_r2,0.0,control,0.4,non-BSA,PEG,2,3.1937499999999996,5147.491962432861
164,0.4_non-BSA_PEG_control_r3,0.0,control,0.4,non-BSA,PEG,3,1.81875,4172.088581085205
165,0.4_non-BSA_COOH_control_r1,0.0,control,0.4,non-BSA,COOH,1,2.529166666666667,5221.767009735107
166,0.4_non-BSA_COOH_control_r2,0.0,control,0.4,non-BSA,COOH,2,2.529166666666667,3311.1411304473877
167,0.4_non-BSA_COOH_control_r3,0.0,control,0.4,non-BSA,COOH,3,3.8354166666666663,4753.0427169799805
168,0.4_non-BSA_PEG_magnet_r1,1.0,magnet,0.4,non-BSA,PEG,1,2.9875,2364.7413024902344
169,0.4_non-BSA_PEG_magnet_r2,1.0,magnet,0.4,non-BSA,PEG,2,3.125,3704.6326599121094
170,0.4_non-BSA_PEG_magnet_r3,1.0,magnet,0.4,non-BSA,PEG,3,2.36875,3701.5295333862305
171,0.4_non-BSA_COOH_magnet_r1,1.0,magnet,0.4,non-BSA,COOH,1,2.4375,3028.3706092834473
172,0.4_non-BSA_COOH_magnet_r2,1.0,magnet,0.4,non-BSA,COOH,2,0.16874999999999996,839.5738143920898
173,0.4_non-BSA_COOH_magnet_r3,1.0,magnet,0.4,non-BSA,COOH,3,2.64375,3227.7543716430664
174,0.4_non-BSA_PEG_control_r1,1.0,control,0.4,non-BSA,PEG,1,2.85,4321.927928924561
175,0.4_non-BSA_PEG_control_r2,1.0,control,0.4,non-BSA,PEG,2,0.85625,5661.603103637695
176,0.4_non-BSA_PEG_control_r3,1.0,control,0.4,non-BSA,PEG,3,3.239583333333333,6237.419553756714
177,0.4_non-BSA_COOH_control_r2,1.0,control,0.4,non-BSA,COOH,2,2.91875,6176.254047393799
178,0.4_non-BSA_COOH_control_r1,1.0,control,0.4,non-BSA,COOH,1,3.904166666666667,4387.223064422607
179,0.4_non-BSA_COOH_control_r3,1.0,control,0.4,non-BSA,COOH,3,3.8125,5276.008279800415
180,0.4_non-BSA_PEG_magnet_r1,2.0,magnet,0.4,non-BSA,PEG,1,2.4145833333333333,2571.0034255981445
181,0.4_non-BSA_PEG_magnet_r2,2.0,magnet,0.4,non-BSA,PEG,2,2.36875,3750.924533843994
182,0.4_non-BSA_PEG_magnet_r3,2.0,magnet,0.4,non-BSA,PEG,3,2.3,3943.522876739502
183,0.4_non-BSA_COOH_magnet_r1,2.0,magnet,0.4,non-BSA,COOH,1,2.529166666666667,3038.950710296631
184,0.4_non-BSA_COOH_magnet_r2,2.0,magnet,0.4,non-BSA,COOH,2,3.216666666666667,4098.583660125732
185,0.4_non-BSA_COOH_magnet_r3,2.0,magnet,0.4,non-BSA,COOH,3,2.7354166666666666,3664.6129875183105
186,0.4_non-BSA_PEG_control_r1,2.0,control,0.4,non-BSA,PEG,1,2.78125,4172.099946975708
187,0.4_non-BSA_PEG_control_r2,2.0,control,0.4,non-BSA,PEG,2,3.125,5865.563968658447
188,0.4_non-BSA_PEG_control_r3,2.0,control,0.4,non-BSA,PEG,3,3.7895833333333337,5808.288524627686
189,0.4_non-BSA_COOH_control_r1,2.0,control,0.4,non-BSA,COOH,1,3.1479166666666663,5818.311637878418
190,0.4_non-BSA_COOH_control_r2,2.0,control,0.4,non-BSA,COOH,2,3.904166666666667,4621.668962478638
191,0.4_non-BSA_COOH_control_r3,2.0,control,0.4,non-BSA,COOH,3,3.216666666666667,5935.610065460205
192,0.4_non-BSA_PEG_magnet_r1,3.0,magnet,0.4,non-BSA,PEG,1,3.1020833333333337,2669.1279907226562
193,0.4_non-BSA_PEG_magnet_r2,3.0,magnet,0.4,non-BSA,PEG,2,2.575,4215.904836654663
194,0.4_non-BSA_PEG_magnet_r3,3.0,magnet,0.4,non-BSA,PEG,3,2.5520833333333335,3750.8554878234863
195,0.4_non-BSA_COOH_magnet_r1,3.0,magnet,0.4,non-BSA,COOH,1,2.575,3562.498363494873
196,0.4_non-BSA_COOH_magnet_r2,3.0,magnet,0.4,non-BSA,COOH,2,3.125,4482.993450164795
197,0.4_non-BSA_COOH_magnet_r3,3.0,magnet,0.4,non-BSA,COOH,3,3.216666666666667,3946.2557067871094
198,0.4_non-BSA_PEG_control_r1,3.0,control,0.4,non-BSA,PEG,1,2.78125,4261.513080596924
199,0.4_non-BSA_PEG_control_r2,3.0,control,0.4,non-BSA,PEG,2,0.8333333333333333,5986.757255554199
200,0.4_non-BSA_PEG_control_r3,3.0,control,0.4,non-BSA,PEG,3,4.179166666666666,6154.098213195801
