idx,series,t,arm,agarose,bsa,coating,rep,depth_mm,band_amount
440,0.6_BSA_PEG_magnet_r3,21.5,magnet,0.6,BSA,PEG,3,3.216666666666667,2178.078887939453
441,0.6_BSA_COOH_magnet_r1,21.5,magnet,0.6,BSA,COOH,1,3.0791666666666666,1679.7001190185547
442,0.6_BSA_COOH_magnet_r2,21.5,magnet,0.6,BSA,COOH,2,2.872916666666667,2460.432403564453
443,0.6_BSA_COOH_magnet_r3,21.5,magnet,0.6,BSA,COOH,3,3.46875,3394.0329208374023
444,0.6_BSA_PEG_control_r1,21.5,control,0.6,BSA,PEG,1,1.8416666666666668,2940.2968139648438
446,0.6_BSA_PEG_control_r3,21.5,control,0.6,BSA,PEG,3,2.8270833333333334,4966.1245193481445
447,0.6_BSA_COOH_control_r1,21.5,control,0.6,BSA,COOH,1,2.7125,4486.540939331055
448,0.6_BSA_COOH_control_r2,21.5,control,0.6,BSA,COOH,2,2.964583333333333,3198.6554565429688
449,0.6_BSA_COOH_control_r3,21.5,control,0.6,BSA,COOH,3,3.675,4871.331367492676
450,0.6_non-BSA_PEG_magnet_r1,0.0,magnet,0.6,non-BSA,PEG,1,3.9958333333333336,2964.034267425537
451,0.6_non-BSA_PEG_magnet_r1,0.0,magnet,0.6,non-BSA,PEG,1,1.9791666666666665,1844.6558380126953
452,0.6_non-BSA_PEG_magnet_r2,0.0,magnet,0.6,non-BSA,PEG,2,2.345833333333333,2464.413055419922
453,0.6_non-BSA_PEG_magnet_r2,0.0,magnet,0.6,non-BSA,PEG,2,1.2916666666666665,1290.6835289001465
454,0.6_non-BSA_PEG_magnet_r3,0.0,magnet,0.6,non-BSA,PEG,3,3.239583333333333,4697.373756408691
455,0.6_non-BSA_PEG_magnet_r3,0.0,magnet,0.6,non-BSA,PEG,3,1.3145833333333332,2427.4328117370605
456,0.6_non-BSA_COOH_magnet_r1,0.0,magnet,0.6,non-BSA,COOH,1,1.7270833333333333,3066.649238586426
457,0.6_non-BSA_COOH_magnet_r1,0.0,magnet,0.6,non-BSA,COOH,1,1.2000000000000002,2283.9065074920654
458,0.6_non-BSA_COOH_magnet_r2,0.0,magnet,0.6,non-BSA,COOH,2,3.675,5422.337554931641
459,0.6_non-BSA_COOH_magnet_r2,0.0,magnet,0.6,non-BSA,COOH,2,3.3083333333333336,4858.304985046387
460,0.6_non-BSA_COOH_magnet_r3,0.0,magnet,0.6,non-BSA,COOH,3,3.560416666666667,3738.0556468963623
461,0.6_non-BSA_COOH_magnet_r3,0.0,magnet,0.6,non-BSA,COOH,3,3.4000000000000004,3469.5902557373047
462,0.6_non-BSA_PEG_control_r1,0.0,control,0.6,non-BSA,PEG,1,3.1708333333333334,3796.019805908203
463,0.6_non-BSA_PEG_control_r2,0.0,control,0.6,non-BSA,PEG,2,3.239583333333333,3463.2294731140137
464,0.6_non-BSA_PEG_control_r3,0.0,control,0.6,non-BSA,PEG,3,1.4979166666666668,3021.3573303222656
465,0.6_non-BSA_COOH_control_r1,0.0,control,0.6,non-BSA,COOH,1,3.033333333333333,5143.062400817871
466,0.6_non-BSA_COOH_control_r2,0.0,control,0.6,non-BSA,COOH,2,3.4229166666666666,3692.836082458496
467,0.6_non-BSA_COOH_control_r3,0.0,control,0.6,non-BSA,COOH,3,1.4979166666666668,3298.803337097168
468,0.6_non-BSA_PEG_magnet_r1,1.0,magnet,0.6,non-BSA,PEG,1,3.5374999999999996,2198.1835899353027
469,0.6_non-BSA_PEG_magnet_r2,1.0,magnet,0.6,non-BSA,PEG,2,2.64375,2533.8162384033203
470,0.6_non-BSA_PEG_magnet_r3,1.0,magnet,0.6,non-BSA,PEG,3,0.14583333333333326,454.6294918060303
471,0.6_non-BSA_COOH_magnet_r1,1.0,magnet,0.6,non-BSA,COOH,1,1.2229166666666669,2497.5048446655273
472,0.6_non-BSA_COOH_magnet_r2,1.0,magnet,0.6,non-BSA,COOH,2,2.872916666666667,5066.945835113525
473,0.6_non-BSA_COOH_magnet_r3,1.0,magnet,0.6,non-BSA,COOH,3,3.3083333333333336,3623.07527923584
474,0.6_non-BSA_PEG_control_r1,1.0,control,0.6,non-BSA,PEG,1,3.3083333333333336,4650.770469665527
475,0.6_non-BSA_PEG_control_r2,1.0,control,0.6,non-BSA,PEG,2,2.85,4432.013111114502
476,0.6_non-BSA_PEG_control_r3,1.0,control,0.6,non-BSA,PEG,3,3.5145833333333334,4608.247371673584
477,0.6_non-BSA_COOH_control_r1,1.0,control,0.6,non-BSA,COOH,1,3.583333333333333,5402.941125869751
478,0.6_non-BSA_COOH_control_r2,1.0,control,0.6,non-BSA,COOH,2,3.927083333333333,4784.383750915527
479,0.6_non-BSA_COOH_control_r3,1.0,control,0.6,non-BSA,COOH,3,2.7125,6809.325952529907
480,0.6_non-BSA_PEG_magnet_r1,2.0,magnet,0.6,non-BSA,PEG,1,3.1479166666666663,3222.491683959961
481,0.6_non-BSA_PEG_magnet_r2,2.0,magnet,0.6,non-BSA,PEG,2,2.1395833333333334,1911.8001174926758
482,0.6_non-BSA_PEG_magnet_r3,2.0,magnet,0.6,non-BSA,PEG,3,2.7354166666666666,3907.006591796875
483,0.6_non-BSA_COOH_magnet_r1,2.0,magnet,0.6,non-BSA,COOH,1,2.6666666666666665,5056.685287475586
484,0.6_non-BSA_COOH_magnet_r2,2.0,magnet,0.6,non-BSA,COOH,2,3.0562500000000004,4421.177001953125
485,0.6_non-BSA_COOH_magnet_r3,2.0,magnet,0.6,non-BSA,COOH,3,3.239583333333333,4297.098384857178
486,0.6_non-BSA_PEG_control_r1,2.0,control,0.6,non-BSA,PEG,1,3.377083333333333,4404.411392211914
487,0.6_non-BSA_PEG_control_r2,2.0,control,0.6,non-BSA,PEG,2,3.33125,3951.481887817383
488,0.6_non-BSA_PEG_control_r3,2.0,control,0.6,non-BSA,PEG,3,3.4458333333333337,4854.219646453857
489,0.6_non-BSA_COOH_control_r1,2.0,control,0.6,non-BSA,COOH,1,3.583333333333333,5526.521541595459
490,0.6_non-BSA_COOH_control_r2,2.0,control,0.6,non-BSA,COOH,2,4.0875,5571.755605697632
491,0.6_non-BSA_COOH_control_r3,2.0,control,0.6,non-BSA,COOH,3,3.4000000000000004,6521.121440887451
492,0.6_non-BSA_PEG_magnet_r1,3.0,magnet,0.6,non-BSA,PEG,1,3.239583333333333,3185.357582092285
493,0.6_non-BSA_PEG_magnet_r2,3.0,magnet,0.6,non-BSA,PEG,2,2.4833333333333334,2238.4609031677246
494,0.6_non-BSA_PEG_magnet_r3,3.0,magnet,0.6,non-BSA,PEG,3,3.5145833333333334,4232.578674316406
495,0.6_non-BSA_COOH_magnet_r1,3.0,magnet,0.6,non-BSA,COOH,1,2.9875,5668.367237091064
496,0.6_non-BSA_COOH_magnet_r2,3.0,magnet,0.6,non-BSA,COOH,2,2.91875,4972.660846710205
497,0.6_non-BSA_COOH_magnet_r3,3.0,magnet,0.6,non-BSA,COOH,3,3.4000000000000004,4702.83264541626
498,0.6_non-BSA_PEG_control_r1,3.0,control,0.6,non-BSA,PEG,1,3.2854166666666664,4446.501640319824
499,0.6_non-BSA_PEG_control_r2,3.0,control,0.6,non-BSA,PEG,2,3.3083333333333336,4024.786933898926
500,0.6_non-BSA_PEG_control_r3,3.0,control,0.6,non-BSA,PEG,3,2.872916666666667,5594.2835903167725
501,0.6_non-BSA_COOH_control_r1,3.0,control,0.6,non-BSA,COOH,1,3.6291666666666664,6723.796642303467
502,0.6_non-BSA_COOH_control_r2,3.0,control,0.6,non-BSA,COOH,2,5.210416666666666,6356.186618804932
503,0.6_non-BSA_COOH_control_r3,3.0,control,0.6,non-BSA,COOH,3,2.7354166666666666,6966.035995483398
504,0.6_non-BSA_PEG_magnet_r1,4.0,magnet,0.6,non-BSA,PEG,1,3.6291666666666664,2263.721725463867
505,0.6_non-BSA_PEG_magnet_r2,4.0,magnet,0.6,non-BSA,PEG,2,2.575,2254.7606620788574
506,0.6_non-BSA_PEG_magnet_r3,4.0,magnet,0.6,non-BSA,PEG,3,3.6291666666666664,4190.793476104736
507,0.6_non-BSA_COOH_magnet_r1,4.0,magnet,0.6,non-BSA,COOH,1,3.0562500000000004,5995.055931091309
508,0.6_non-BSA_COOH_magnet_r2,4.0,magnet,0.6,non-BSA,COOH,2,3.216666666666667,5317.88346862793
509,0.6_non-BSA_COOH_magnet_r3,4.0,magnet,0.6,non-BSA,COOH,3,3.8125,5040.164085388184
510,0.6_non-BSA_PEG_control_r1,4.0,control,0.6,non-BSA,PEG,1,3.2854166666666664,4489.376834869385
511,0.6_non-BSA_PEG_control_r2,4.0,control,0.6,non-BSA,PEG,2,2.7125,5218.58683013916
512,0.6_non-BSA_PEG_control_r3,4.0,control,0.6,non-BSA,PEG,3,2.36875,6442.347587585449
513,0.6_non-BSA_COOH_control_r2,4.0,control,0.6,non-BSA,COOH,2,5.210416666666666,6788.340991973877
514,0.6_non-BSA_COOH_control_r3,4.0,control,0.6,non-BSA,COOH,3,3.125,6470.557363510132
515,0.6_non-BSA_COOH_control_r1,4.0,control,0.6,non-BSA,COOH,1,3.697916666666667,7138.267356872559
516,0.6_non-BSA_PEG_magnet_r1,5.0,magnet,0.6,non-BSA,PEG,1,3.8583333333333334,3284.7314453125
517,0.6_non-BSA_PEG_magnet_r2,5.0,magnet,0.6,non-BSA,PEG,2,2.345833333333333,2079.282012939453
518,0.6_non-BSA_PEG_magnet_r3,5.0,magnet,0.6,non-BSA,PEG,3,3.697916666666667,4367.485557556152
519,0.6_non-BSA_COOH_magnet_r1,5.0,magnet,0.6,non-BSA,COOH,1,3.6291666666666664,6039.708221435547
520,0.6_non-BSA_COOH_magnet_r2,5.0,magnet,0.6,non-BSA,COOH,2,2.8270833333333334,5004.042594909668
521,0.6_non-BSA_COOH_magnet_r3,5.0,magnet,0.6,non-BSA,COOH,3,3.2854166666666664,4872.482032775879
522,0.6_non-BSA_PEG_control_r1,5.0,control,0.6,non-BSA,PEG,1,3.1937499999999996,4685.650844573975
523,0.6_non-BSA_PEG_control_r2,5.0,control,0.6,non-BSA,PEG,2,3.1020833333333337,5108.445705413818
524,0.6_non-BSA_PEG_control_r3,5.0,control,0.6,non-BSA,PEG,3,2.8270833333333334,5924.485187530518
525,0.6_non-BSA_COOH_control_r1,5.0,control,0.6,non-BSA,COOH,1,3.2854166666666664,7492.681869506836
526,0.6_non-BSA_COOH_control_r2,5.0,control,0.6,non-BSA,COOH,2,4.385416666666667,6736.296825408936
527,0.6_non-BSA_COOH_control_r3,5.0,control,0.6,non-BSA,COOH,3,3.1708333333333334,6180.498519897461
528,0.6_non-BSA_PEG_magnet_r1,6.0,magnet,0.6,non-BSA,PEG,1,3.7437500000000004,3497.23299407959
529,0.6_non-BSA_PEG_magnet_r2,6.0,magnet,0.6,non-BSA,PEG,2,2.620833333333333,2740.7147674560547
530,0.6_non-BSA_PEG_magnet_r3,6.0,magnet,0.6,non-BSA,PEG,3,3.720833333333333,4559.967304229736
531,0.6_non-BSA_COOH_magnet_r1,6.0,magnet,0.6,non-BSA,COOH,1,3.354166666666667,7153.934772491455
532,0.6_non-BSA_COOH_magnet_r2,6.0,magnet,0.6,non-BSA,COOH,2,3.6291666666666664,5652.364196777344
533,0.6_non-BSA_COOH_magnet_r3,6.0,magnet,0.6,non-BSA,COOH,3,3.0562500000000004,6052.86873626709
534,0.6_non-BSA_PEG_control_r1,6.0,control,0.6,non-BSA,PEG,1,2.872916666666667,4947.875274658203
535,0.6_non-BSA_PEG_control_r2,6.0,control,0.6,non-BSA,PEG,2,0.14583333333333326,639.2459259033203
536,0.6_non-BSA_PEG_control_r3,6.0,control,0.6,non-BSA,PEG,3,2.85,5941.508003234863
537,0.6_non-BSA_COOH_control_r1,6.0,control,0.6,non-BSA,COOH,1,3.1937499999999996,7515.219841003418
538,0.6_non-BSA_COOH_control_r2,6.0,control,0.6,non-BSA,COOH,2,4.270833333333333,6299.206748962402
539,0.6_non-BSA_COOH_control_r3,6.0,control,0.6,non-BSA,COOH,3,3.0562500000000004,5942.275489807129
540,0.6_non-BSA_PEG_magnet_r1,7.5,magnet,0.6,non-BSA,PEG,1,3.675,4121.393463134766
541,0.6_non-BSA_PEG_magnet_r2,7.5,magnet,0.6,non-BSA,PEG,2,2.8041666666666667,3149.347686767578
542,0.6_non-BSA_PEG_magnet_r3,7.5,magnet,0.6,non-BSA,PEG,3,3.1937499999999996,5145.5640869140625
543,0.6_non-BSA_COOH_magnet_r1,7.5,magnet,0.6,non-BSA,COOH,1,3.560416666666667,6786.3245849609375
544,0.6_non-BSA_COOH_magnet_r2,7.5,magnet,0.6,non-BSA,COOH,2,3.33125,6096.649143218994
545,0.6_non-BSA_COOH_magnet_r3,7.5,magnet,0.6,non-BSA,COOH,3,3.377083333333333,5379.530975341797
546,0.6_non-BSA_PEG_control_r1,7.5,control,0.6,non-BSA,PEG,1,3.583333333333333,4607.819581985474
547,0.6_non-BSA_PEG_control_r2,7.5,control,0.6,non-BSA,PEG,2,3.9729166666666664,4505.21967124939
548,0.6_non-BSA_PEG_control_r3,7.5,control,0.6,non-BSA,PEG,3,2.8270833333333334,5476.26548576355
549,0.6_non-BSA_COOH_control_r1,7.5,control,0.6,non-BSA,COOH,1,3.2625,7623.003471374512
550,0.6_non-BSA_COOH_control_r2,7.5,control,0.6,non-BSA,COOH,2,4.385416666666667,6957.308132171631
551,0.6_non-BSA_COOH_control_r3,7.5,control,0.6,non-BSA,COOH,3,3.1020833333333337,6145.626251220703
552,0.6_non-BSA_PEG_magnet_r1,9.0,magnet,0.6,non-BSA,PEG,1,3.60625,3901.4688034057617
553,0.6_non-BSA_PEG_magnet_r2,9.0,magnet,0.6,non-BSA,PEG,2,2.277083333333333,3073.6129760742188
554,0.6_non-BSA_PEG_magnet_r3,9.0,magnet,0.6,non-BSA,PEG,3,3.354166666666667,5008.822883605957
555,0.6_non-BSA_COOH_magnet_r1,9.0,magnet,0.6,non-BSA,COOH,1,3.720833333333333,6950.445671081543
556,0.6_non-BSA_COOH_magnet_r2,9.0,magnet,0.6,non-BSA,COOH,2,3.1020833333333337,6905.0330810546875
557,0.6_non-BSA_COOH_magnet_r3,9.0,magnet,0.6,non-BSA,COOH,3,3.5374999999999996,5666.64115524292
558,0.6_non-BSA_PEG_control_r1,9.0,control,0.6,non-BSA,PEG,1,3.60625,4873.714645385742
559,0.6_non-BSA_PEG_control_r2,9.0,control,0.6,non-BSA,PEG,2,2.3,4361.741364479065
560,0.6_non-BSA_PEG_control_r3,9.0,control,0.6,non-BSA,PEG,3,2.7354166666666666,5687.667209625244
561,0.6_non-BSA_COOH_control_r1,9.0,control,0.6,non-BSA,COOH,1,3.0562500000000004,7215.252395629883
562,0.6_non-BSA_COOH_control_r2,9.0,control,0.6,non-BSA,COOH,2,4.591666666666667,7077.222869873047
563,0.6_non-BSA_COOH_control_r3,9.0,control,0.6,non-BSA,COOH,3,2.4604166666666667,6623.185014724731
564,0.6_non-BSA_PEG_magnet_r1,10.5,magnet,0.6,non-BSA,PEG,1,4.477083333333334,3401.300048828125
565,0.6_non-BSA_PEG_magnet_r2,10.5,magnet,0.6,non-BSA,PEG,2,2.4375,3251.255744934082
566,0.6_non-BSA_PEG_magnet_r3,10.5,magnet,0.6,non-BSA,PEG,3,3.1479166666666663,5524.39529800415
567,0.6_non-BSA_COOH_magnet_r1,10.5,magnet,0.6,non-BSA,COOH,1,3.95,7521.4592628479
568,0.6_non-BSA_COOH_magnet_r2,10.5,magnet,0.6,non-BSA,COOH,2,3.6520833333333336,5827.573467254639
569,0.6_non-BSA_COOH_magnet_r3,10.5,magnet,0.6,non-BSA,COOH,3,3.60625,6103.249141693115
570,0.6_non-BSA_PEG_control_r1,10.5,control,0.6,non-BSA,PEG,1,0.6270833333333334,825.6704578399658
571,0.6_non-BSA_PEG_control_r2,10.5,control,0.6,non-BSA,PEG,2,4.179166666666666,6160.196760177612
572,0.6_non-BSA_PEG_control_r3,10.5,control,0.6,non-BSA,PEG,3,3.5374999999999996,5323.065490722656
573,0.6_non-BSA_COOH_control_r1,10.5,control,0.6,non-BSA,COOH,1,3.4000000000000004,8034.5969314575195
574,0.6_non-BSA_COOH_control_r2,10.5,control,0.6,non-BSA,COOH,2,4.3625,7289.140850067139
575,0.6_non-BSA_COOH_control_r3,10.5,control,0.6,non-BSA,COOH,3,3.1020833333333337,5970.0228271484375
576,0.6_non-BSA_PEG_magnet_r1,12.0,magnet,0.6,non-BSA,PEG,1,3.675,4706.53893661499
577,0.6_non-BSA_PEG_magnet_r2,12.0,magnet,0.6,non-BSA,PEG,2,3.33125,4642.923080444336
578,0.6_non-BSA_PEG_magnet_r3,12.0,magnet,0.6,non-BSA,PEG,3,3.125,6410.250867843628
579,0.6_non-BSA_COOH_magnet_r1,12.0,magnet,0.6,non-BSA,COOH,1,4.0875,7433.345672607422
580,0.6_non-BSA_COOH_magnet_r2,12.0,magnet,0.6,non-BSA,COOH,2,3.33125,6963.799728393555
581,0.6_non-BSA_COOH_magnet_r3,12.0,magnet,0.6,non-BSA,COOH,3,3.697916666666667,6050.298240661621
582,0.6_non-BSA_PEG_control_r1,12.0,control,0.6,non-BSA,PEG,1,3.033333333333333,5364.286943435669
583,0.6_non-BSA_PEG_control_r2,12.0,control,0.6,non-BSA,PEG,2,3.8583333333333334,4471.786991119385
584,0.6_non-BSA_PEG_control_r3,12.0,control,0.6,non-BSA,PEG,3,3.3083333333333336,4880.524480819702
585,0.6_non-BSA_COOH_control_r1,12.0,control,0.6,non-BSA,COOH,1,3.1708333333333334,8069.1509437561035
586,0.6_non-BSA_COOH_control_r2,12.0,control,0.6,non-BSA,COOH,2,4.225,6831.613111495972
587,0.6_non-BSA_COOH_control_r3,12.0,control,0.6,non-BSA,COOH,3,3.1020833333333337,5923.767276763916
588,0.6_non-BSA_PEG_magnet_r1,21.5,magnet,0.6,non-BSA,PEG,1,3.7666666666666666,3245.777412414551
589,0.6_non-BSA_PEG_magnet_r2,21.5,magnet,0.6,non-BSA,PEG,2,2.964583333333333,2998.3703117370605
590,0.6_non-BSA_PEG_magnet_r3,21.5,magnet,0.6,non-BSA,PEG,3,3.3083333333333336,5039.92151260376
591,0.6_non-BSA_COOH_magnet_r1,21.5,magnet,0.6,non-BSA,COOH,1,3.8125,5824.054550170898
592,0.6_non-BSA_COOH_magnet_r2,21.5,magnet,0.6,non-BSA,COOH,2,3.46875,5811.021343231201
593,0.6_non-BSA_COOH_magnet_r3,21.5,magnet,0.6,non-BSA,COOH,3,4.225,5189.078727722168
594,0.6_non-BSA_PEG_control_r1,21.5,control,0.6,non-BSA,PEG,1,3.0791666666666666,5524.196706771851
595,0.6_non-BSA_PEG_control_r2,21.5,control,0.6,non-BSA,PEG,2,3.239583333333333,5089.547721862793
596,0.6_non-BSA_PEG_control_r3,21.5,control,0.6,non-BSA,PEG,3,3.1708333333333334,5610.481971740723
597,0.6_non-BSA_COOH_control_r1,21.5,control,0.6,non-BSA,COOH,1,3.3083333333333336,8021.327754974365
598,0.6_non-BSA_COOH_control_r2,21.5,control,0.6,non-BSA,COOH,2,4.660416666666666,5632.767086029053
599,0.6_non-BSA_COOH_control_r3,21.5,control,0.6,non-BSA,COOH,3,2.4604166666666667,6771.190483093262
