geometry,series,coating,arm,t,centroid_mag,d90_mag,nav_index
corners,PEG_L3,PEG,large,2.0,1.5027068418609046,3.1348500794743392,0.8361439959184065
corners,PEG_S3,PEG,small,2.0,0.9359710173077628,1.9332364402752678,-0.28823550887601973
corners,COOH_L3,COOH,large,2.0,1.513059361018623,3.1180793152734667,0.9266495560846421
corners,COOH_S3,COOH,small,2.0,0.7373205712710361,1.8298842784502296,0.5613458051428781
corners,PEG_control,PEG,control,2.0,0.984237855962292,2.213341254189433,0.10948571141156618
corners,COOH_control,COOH,control,2.0,0.733073873943633,1.8570220475513564,0.15288713996530384
corners,PEG_L1,PEG,large,2.5,1.8260644030257445,3.7416391849479846,0.9458339788829153
corners,PEG_L2,PEG,large,2.5,1.7437751041370009,3.5579763528202704,0.9014329254646999
corners,PEG_S1,PEG,small,2.5,1.0865151022728599,2.759281686710877,0.6094963501041476
corners,PEG_S2,PEG,small,2.5,1.6229938656944856,3.6887534957553325,0.6967451212503007
corners,COOH_L1,COOH,large,2.5,1.760445575925645,3.632273495377064,0.8370830027833132
corners,COOH_L2,COOH,large,2.5,1.7857511421363088,3.6345772822335327,0.8758156597091056
corners,COOH_S1,COOH,small,2.5,1.0455447343580906,2.5230186921061377,0.5223933267210035
corners,COOH_S2,COOH,small,2.5,1.2301695126354535,3.364817656167868,0.7088110903561324
corners,PEG_L3,PEG,large,2.5,1.586526905116982,3.188204177354797,0.8607474752903581
corners,PEG_S3,PEG,small,2.5,0.8611400959544364,1.804729972542134,-0.2860676220347833
corners,COOH_L3,COOH,large,2.5,1.5977705813866685,3.2355741467874224,0.9398710614946968
corners,COOH_S3,COOH,small,2.5,0.7154487593740846,1.7652693499959893,0.5312171139389987
corners,PEG_control,PEG,control,2.5,0.9493818034574742,2.174630516780926,0.09006602632391873
corners,COOH_control,COOH,control,2.5,0.9078717139910032,1.9173325891809163,-0.3092036374742485
corners,PEG_L1,PEG,large,3.0,1.9177232263670363,3.818257349251485,0.9465616790386081
corners,PEG_L2,PEG,large,3.0,1.8094612814309876,3.6225706151696255,0.9035570882546585
corners,PEG_S1,PEG,small,3.0,1.0660549431294652,2.2027409100107938,0.7278950926619152
