day,agarose,arm,coating,series,t,front_right,front_left,front,wall_mm,front_thr15,front_thr20,front_thr25,front_thr30,front_thr35,centroid,d90,gap_mm
Day 1,0.4%,small,COOH,COOH_S3,1.0,0.0,0.0,0.0,4.312500000000001,0.0,0.0,0.0,0.0,0.0,0.2479226465347792,0.28919578964656967,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,1.5,0.0,0.0,0.0,4.312500000000001,0.0,0.0,0.0,0.0,0.0,0.359040971416347,1.2599777244059847,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,2.0,0.0,0.0,0.0,4.312500000000001,0.0,0.0,0.0,0.0,0.0,0.18838129322430378,0.3777068117265166,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,2.5,0.0,0.0,0.0,4.312500000000001,0.0,0.0,0.0,0.0,0.0,0.29533556243797215,0.6924048052361846,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,3.0,0.0,0.0,0.0,4.312500000000001,0.8750000000000001,0.0,0.0,0.0,0.0,0.4149360374157255,0.9503946064968053,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,3.5,0.0,0.0,0.0,4.312500000000001,1.0416666666666667,0.9375000000000001,0.0,0.0,0.0,0.515848594605623,1.0828218427549612,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,4.0,1.0208333333333335,0.0,1.0208333333333335,4.312500000000001,1.2291666666666667,1.1041666666666667,1.0208333333333335,0.8958333333333335,0.0,0.592137500707265,1.2127052523929358,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,4.5,1.1875000000000002,0.0,1.1875000000000002,4.312500000000001,1.4166666666666667,1.2916666666666667,1.1875000000000002,1.0833333333333335,1.0,0.7115298546995388,1.4264114337982197,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,5.0,1.1458333333333335,0.0,1.1458333333333335,4.312500000000001,1.4166666666666667,1.2708333333333335,1.1458333333333335,1.0625000000000002,0.9375000000000001,1.1902459332525075,2.900239611165941,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,5.5,1.3333333333333335,0.0,1.3333333333333335,4.312500000000001,1.6875000000000002,1.5000000000000002,1.3333333333333335,1.2083333333333335,1.1041666666666667,1.110755622041482,2.489199523377617,0.7708333333333334
Day 1,0.4%,small,COOH,COOH_S3,6.0,1.5000000000000002,0.0,1.5000000000000002,4.312500000000001,1.8750000000000002,1.666666666666667,1.5000000000000002,1.3750000000000002,1.2500000000000002,1.1521611645218048,2.574593717868225,0.7708333333333334
Day 1,0.4%,control,COOH,COOH_control,0.0,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,,,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,0.5,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,0.02105471785615803,0.020833333333333336,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,1.0,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,0.06579239372480598,0.11589457742322845,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,1.5,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,,,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,2.0,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,0.1824557592586405,0.21139579162306052,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,2.5,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,0.044760453388170786,0.04847098498890471,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,3.0,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,3.6753507783178,3.683640095080035,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,3.5,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,3.674955481195059,3.6835915052274335,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,4.0,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,3.6461903802977798,3.677051821054848,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,4.5,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,3.676452015078782,3.6838559650943097,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,5.0,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,3.6875000000000004,3.6854166666666672,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,5.5,1.0,0.0,1.0,3.6875000000000004,1.0416666666666667,1.0208333333333335,1.0,0.9791666666666667,0.9583333333333335,0.7928423476897218,1.3492051364351039,0.7916666666666667
Day 1,0.4%,control,COOH,COOH_control,6.0,0.0,0.0,0.0,3.6875000000000004,0.0,0.0,0.0,0.0,0.0,3.679304204806021,3.6842547974721818,0.7916666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,0.0,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,,,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,0.5,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.3197242560284167,0.5706477756230283,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,1.0,0.0,0.0,0.0,3.5000000000000004,-0.9791666666666667,0.0,0.0,0.0,0.0,0.5447242512781201,1.3131345527536131,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,1.5,0.0,0.9583333333333335,-0.9583333333333335,3.5000000000000004,-1.1250000000000002,-1.0416666666666667,-0.9583333333333335,0.0,0.0,0.6083005262989019,1.4212531271203022,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,2.0,0.0,0.9375000000000001,-0.9375000000000001,3.5000000000000004,-1.0833333333333335,-1.0,-0.9375000000000001,0.0,0.0,0.460902642495794,1.0856268091739036,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,2.5,0.0,1.2291666666666667,-1.2291666666666667,3.5000000000000004,-0.7708333333333335,-1.3333333333333335,-1.2291666666666667,-1.1458333333333335,-1.0833333333333335,0.6082071934978325,1.3622479591120678,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,3.0,0.0,1.1875000000000002,-1.1875000000000002,3.5000000000000004,-0.6875,-0.6875,-1.1875000000000002,-1.1250000000000002,-1.0625000000000002,0.597562842113499,1.3453307088510067,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,3.5,0.6041666666666667,1.2500000000000002,-0.6458333333333335,3.5000000000000004,-0.625,-0.6458333333333334,-0.6458333333333335,-1.1666666666666667,-1.1041666666666667,0.6014468729775967,1.3136382017310204,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,4.0,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,1.7412851246111305,3.4042377587044457,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,4.5,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,1.6798925092788917,3.38186454554419,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,5.0,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,1.6886812337808421,3.3406342173338617,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,5.5,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,1.6574400640777784,3.3299795365951272,1.791666666666667
Day 2,0.6%,control,COOH,COOH_non-BSA_control,6.0,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,1.6160256235417974,3.30854016962409,1.791666666666667
Day 2,0.6%,large,COOH,COOH_non-BSA_r1,0.0,0.0,0.0,0.0,4.520833333333334,0.0,0.0,0.0,0.0,0.0,,,0.6041666666666667
