idx,front_px,centroid_px,mass,n_px
62,193.0,182.69174484978703,14071.5888671875,436
63,373.0,176.28024409462446,13632.826171875,436
64,192.0,159.80371621825194,13400.828125,436
65,127.0,132.76076540718353,10636.9814453125,436
66,22.0,159.09905887692838,12852.927734375,436
67,18.0,179.84415307096336,15587.525390625,436
68,14.0,177.2767390843886,10343.8115234375,436
69,42.0,93.0647157147752,10874.533203125,436
70,129.0,179.95317615645078,8170.02880859375,436
71,172.0,200.1922820174939,10246.03515625,436
72,160.0,178.74864056657177,12047.572265625,436
73,135.0,185.780147842157,10203.888671875,436
74,245.0,135.48725061953147,10399.9560546875,436
75,147.0,154.9980609419676,8114.21630859375,436
76,115.0,90.96627246697774,5063.35302734375,436
77,366.0,166.00168326187566,10501.9296875,436
78,206.0,193.55476880877657,10075.4375,436
79,142.0,172.97971479457564,10516.98828125,436
80,377.0,216.29913714488947,8173.39794921875,436
81,159.0,180.53081988687708,11147.888671875,436
82,126.0,164.54938329403018,7234.5419921875,436
83,176.0,181.41016817775787,10429.865234375,436
84,68.0,119.1833355245683,6127.00146484375,436
85,18.0,155.64857229456928,10916.0771484375,436
86,112.0,176.08526833643995,8649.322265625,436
87,298.0,141.8434696285847,11052.4638671875,436
88,113.0,122.68815177455674,6863.66796875,436
89,129.0,138.8904061195098,9143.33203125,436
90,176.0,126.37172892497674,7666.2880859375,436
91,135.0,156.64698761018306,8198.5810546875,436
92,166.0,199.88188336928448,5205.73388671875,436
93,148.0,172.10104902772602,7389.255859375,436
94,8.0,170.63569069108138,10139.4482421875,436
95,203.0,186.4575521747882,11445.568359375,436
96,67.0,123.31717168905496,5128.18115234375,436
97,64.0,162.4604524765563,9197.8837890625,436
98,119.0,168.88201719977764,10007.109375,436
99,370.0,170.28455566002629,8289.8642578125,436
100,118.0,116.71257336010265,5381.8251953125,436
101,297.0,129.17854933175835,10026.998046875,436
102,228.0,196.68853576141117,10117.349609375,436
103,379.0,199.52344069323496,13414.3701171875,436
104,272.0,211.8253953512502,7676.611328125,436
105,13.0,197.55511483318676,11858.921875,436
106,158.0,181.79884016883315,9693.025390625,436
107,221.0,192.12217959248292,13431.1015625,436
108,89.0,152.3914076751718,9535.861328125,436
109,71.0,162.61439885981673,9638.12890625,436
110,113.0,163.4787449475649,10577.06640625,436
111,369.0,169.14663721287738,9530.810546875,436
112,17.0,127.57988417569695,10484.564453125,436
113,106.0,129.800575549906,6791.68798828125,436
114,281.0,203.3450563097561,11207.974609375,436
115,380.0,199.14999104440219,13932.2783203125,436
116,380.0,211.0634579268309,8121.85595703125,436
117,8.0,201.12157895429982,8199.6552734375,436
118,149.0,165.54020137515948,8199.373046875,436
119,209.0,193.0867511217032,11362.6982421875,436
120,83.0,127.18316766649416,6556.88671875,436
121,139.0,162.52049113806405,10984.9267578125,436
122,372.0,170.8516247374987,11265.638671875,436
123,370.0,175.42151834752343,10092.6787109375,436
