idx,path,status,n_red_boxes
325,0.6 BACK/BSA/1 hr/PXL_20260827_123131089.jpg,ok,7
326,0.6 BACK/BSA/1 hr/PXL_20260827_123143295.jpg,ok,6
327,0.6 BACK/BSA/1 hr/PXL_20260827_123339387.jpg,ok,2
328,0.6 BACK/BSA/1 hr/PXL_20260827_123350650.jpg,ok,2
329,0.6 BACK/BSA/1 hr/PXL_20260827_123401908.jpg,ok,4
330,0.6 BACK/BSA/2 hrs/PXL_20260827_130432852.jpg,ok,6
331,0.6 BACK/BSA/2 hrs/PXL_20260827_130446169.jpg,ok,5
332,0.6 BACK/BSA/2 hrs/PXL_20260827_130457912.jpg,ok,5
333,0.6 BACK/BSA/2 hrs/PXL_20260827_130517004.jpg,ok,6
334,0.6 BACK/BSA/2 hrs/PXL_20260827_130532210.jpg,ok,4
335,0.6 BACK/BSA/2 hrs/PXL_20260827_130551369.jpg,ok,4
336,0.6 BACK/BSA/2 hrs/PXL_20260827_131356599.jpg,ok,5
337,0.6 BACK/BSA/2 hrs/PXL_20260827_131406069.jpg,ok,5
338,0.6 BACK/BSA/2 hrs/PXL_20260827_131418072.jpg,ok,7
339,0.6 BACK/BSA/2 hrs/PXL_20260827_131449708.jpg,ok,7
340,0.6 BACK/BSA/2 hrs/PXL_20260827_131459886.jpg,ok,7
341,0.6 BACK/BSA/2 hrs/PXL_20260827_131512759.jpg,ok,8
342,0.6 BACK/BSA/3 hrs/PXL_20260827_140621260.jpg,ok,8
343,0.6 BACK/BSA/3 hrs/PXL_20260827_140641337.jpg,ok,7
344,0.6 BACK/BSA/3 hrs/PXL_20260827_140703445.jpg,ok,11
345,0.6 BACK/BSA/3 hrs/PXL_20260827_140734877.jpg,ok,10
346,0.6 BACK/BSA/3 hrs/PXL_20260827_140755390.jpg,ok,9
347,0.6 BACK/BSA/3 hrs/PXL_20260827_140819355.jpg,ok,10
348,0.6 BACK/BSA/3 hrs/PXL_20260827_141649696.jpg,ok,6
349,0.6 BACK/BSA/3 hrs/PXL_20260827_141701856.jpg,ok,6
350,0.6 BACK/BSA/3 hrs/PXL_20260827_141715388.jpg,ok,7
351,0.6 BACK/BSA/3 hrs/PXL_20260827_141754017.jpg,ok,7
352,0.6 BACK/BSA/3 hrs/PXL_20260827_141828121.jpg,ok,8
353,0.6 BACK/BSA/3 hrs/PXL_20260827_141848981.jpg,ok,8
354,0.6 BACK/BSA/4 hrs/PXL_20260827_150314744.jpg,ok,10
355,0.6 BACK/BSA/4 hrs/PXL_20260827_150334569.jpg,ok,7
356,0.6 BACK/BSA/4 hrs/PXL_20260827_150348378.jpg,ok,8
357,0.6 BACK/BSA/4 hrs/PXL_20260827_150414044.jpg,ok,6
358,0.6 BACK/BSA/4 hrs/PXL_20260827_150422378.jpg,ok,8
359,0.6 BACK/BSA/4 hrs/PXL_20260827_150436900.jpg,ok,4
360,0.6 BACK/BSA/4 hrs/PXL_20260827_151522132.jpg,ok,12
361,0.6 BACK/BSA/4 hrs/PXL_20260827_151539889.jpg,ok,12
362,0.6 BACK/BSA/4 hrs/PXL_20260827_151555290.jpg,ok,14
363,0.6 BACK/BSA/4 hrs/PXL_20260827_151712131.jpg,ok,12
364,0.6 BACK/BSA/4 hrs/PXL_20260827_151728764.jpg,ok,14
365,0.6 BACK/BSA/4 hrs/PXL_20260827_152937207.jpg,ok,10
366,0.6 BACK/BSA/5 hrs/PXL_20260827_160545935.jpg,ok,9
367,0.6 BACK/BSA/5 hrs/PXL_20260827_160556728.jpg,ok,9
368,0.6 BACK/BSA/5 hrs/PXL_20260827_160620482.jpg,ok,8
369,0.6 BACK/BSA/5 hrs/PXL_20260827_160647426.jpg,ok,6
370,0.6 BACK/BSA/5 hrs/PXL_20260827_160700003.jpg,ok,7
371,0.6 BACK/BSA/5 hrs/PXL_20260827_160719359.jpg,ok,6
372,0.6 BACK/BSA/5 hrs/PXL_20260827_162054615.jpg,ok,11
373,0.6 BACK/BSA/5 hrs/PXL_20260827_162107706.jpg,ok,15
374,0.6 BACK/BSA/5 hrs/PXL_20260827_162309920.jpg,ok,14
375,0.6 BACK/BSA/5 hrs/PXL_20260827_162358250.jpg,ok,13
376,0.6 BACK/BSA/5 hrs/PXL_20260827_162415010.jpg,ok,11
377,0.6 BACK/BSA/5 hrs/PXL_20260827_162434351.jpg,ok,11
378,0.6 BACK/BSA/6 hrs/PXL_20260827_170414491.jpg,ok,8
379,0.6 BACK/BSA/6 hrs/PXL_20260827_170426866.jpg,ok,9
380,0.6 BACK/BSA/6 hrs/PXL_20260827_170441670.jpg,ok,8
381,0.6 BACK/BSA/6 hrs/PXL_20260827_170508886.jpg,ok,9
382,0.6 BACK/BSA/6 hrs/PXL_20260827_170517201.jpg,ok,6
383,0.6 BACK/BSA/6 hrs/PXL_20260827_170534342.jpg,ok,6
384,0.6 BACK/BSA/6 hrs/PXL_20260827_171658036.jpg,ok,13
385,0.6 BACK/BSA/6 hrs/PXL_20260827_171722746.jpg,ok,13
386,0.6 BACK/BSA/6 hrs/PXL_20260827_171739868.jpg,ok,15
387,0.6 BACK/BSA/6 hrs/PXL_20260827_171834252.jpg,ok,10
388,0.6 BACK/BSA/6 hrs/PXL_20260827_171900683.jpg,ok,10
389,0.6 BACK/BSA/6 hrs/PXL_20260827_171923448.jpg,ok,12
390,0.6 BACK/BSA/7.5 hrs/PXL_20260827_183735151.jpg,ok,8
391,0.6 BACK/BSA/7.5 hrs/PXL_20260827_183756833.jpg,ok,9
392,0.6 BACK/BSA/7.5 hrs/PXL_20260827_183821749.jpg,ok,8
393,0.6 BACK/BSA/7.5 hrs/PXL_20260827_183856374.jpg,ok,7
394,0.6 BACK/BSA/7.5 hrs/PXL_20260827_183916189.jpg,ok,8
395,0.6 BACK/BSA/7.5 hrs/PXL_20260827_183926299.jpg,ok,8
396,0.6 BACK/BSA/7.5 hrs/PXL_20260827_185057116.jpg,ok,14
397,0.6 BACK/BSA/7.5 hrs/PXL_20260827_185112846.jpg,ok,13
398,0.6 BACK/BSA/7.5 hrs/PXL_20260827_185129607.jpg,ok,15
399,0.6 BACK/BSA/7.5 hrs/PXL_20260827_185224090.jpg,ok,8
400,0.6 BACK/BSA/7.5 hrs/PXL_20260827_185240007.jpg,ok,9
401,0.6 BACK/BSA/7.5 hrs/PXL_20260827_185301146.jpg,ok,12
402,0.6 BACK/BSA/9 hrs/PXL_20260827_200527860.jpg,ok,9
403,0.6 BACK/BSA/9 hrs/PXL_20260827_200543526.jpg,ok,7
404,0.6 BACK/BSA/9 hrs/PXL_20260827_200554417.jpg,ok,7
405,0.6 BACK/BSA/9 hrs/PXL_20260827_200653928.jpg,ok,5
406,0.6 BACK/BSA/9 hrs/PXL_20260827_200713087.jpg,ok,6
407,0.6 BACK/BSA/9 hrs/PXL_20260827_200722614.jpg,ok,7
408,0.6 BACK/BSA/9 hrs/PXL_20260827_201638697.jpg,ok,13
409,0.6 BACK/BSA/9 hrs/PXL_20260827_201656196.jpg,ok,13
410,0.6 BACK/BSA/9 hrs/PXL_20260827_201711499.jpg,ok,14
411,0.6 BACK/BSA/9 hrs/PXL_20260827_201803743.jpg,ok,9
412,0.6 BACK/BSA/9 hrs/PXL_20260827_201832393.jpg,ok,9
413,0.6 BACK/BSA/9 hrs/PXL_20260827_201908588.jpg,ok,11
414,0.6 BACK/BSA/10.5 hrs/PXL_20260827_213400683.jpg,ok,9
415,0.6 BACK/BSA/10.5 hrs/PXL_20260827_213411865.jpg,ok,7
416,0.6 BACK/BSA/10.5 hrs/PXL_20260827_213424339.jpg,ok,9
417,0.6 BACK/BSA/10.5 hrs/PXL_20260827_213446676.jpg,ok,5
418,0.6 BACK/BSA/10.5 hrs/PXL_20260827_213525211.jpg,ok,4
419,0.6 BACK/BSA/10.5 hrs/PXL_20260827_213610316.jpg,ok,8
420,0.6 BACK/BSA/10.5 hrs/PXL_20260827_214447427.jpg,ok,12
421,0.6 BACK/BSA/10.5 hrs/PXL_20260827_214505733.jpg,ok,12
422,0.6 BACK/BSA/10.5 hrs/PXL_20260827_214520684.jpg,ok,15
423,0.6 BACK/BSA/10.5 hrs/PXL_20260827_214554803.jpg,ok,8
424,0.6 BACK/BSA/10.5 hrs/PXL_20260827_214608647.jpg,ok,9
425,0.6 BACK/BSA/10.5 hrs/PXL_20260827_214628600.jpg,ok,11
426,0.6 BACK/BSA/12 hrs/PXL_20260827_225518964.jpg,ok,8
427,0.6 BACK/BSA/12 hrs/PXL_20260827_225525811.jpg,ok,9
428,0.6 BACK/BSA/12 hrs/PXL_20260827_225543865.jpg,ok,12
429,0.6 BACK/BSA/12 hrs/PXL_20260827_225611121.jpg,ok,6
430,0.6 BACK/BSA/12 hrs/PXL_20260827_225619144.jpg,ok,6
431,0.6 BACK/BSA/12 hrs/PXL_20260827_225636662.jpg,ok,9
432,0.6 BACK/BSA/12 hrs/PXL_20260827_230735375.jpg,ok,13
433,0.6 BACK/BSA/12 hrs/PXL_20260827_230748327.jpg,ok,13
434,0.6 BACK/BSA/12 hrs/PXL_20260827_230802688.jpg,ok,14
435,0.6 BACK/BSA/12 hrs/PXL_20260827_230830499.jpg,ok,9
436,0.6 BACK/BSA/12 hrs/PXL_20260827_230843627.jpg,ok,10
437,0.6 BACK/BSA/12 hrs/PXL_20260827_230859853.jpg,ok,12
438,0.6 BACK/BSA/21.5 hrs/PXL_20260828_083506576.jpg,ok,6
439,0.6 BACK/BSA/21.5 hrs/PXL_20260828_083536172.jpg,ok,5
440,0.6 BACK/BSA/21.5 hrs/PXL_20260828_083555150.jpg,ok,6
441,0.6 BACK/BSA/21.5 hrs/PXL_20260828_083710785.jpg,ok,7
442,0.6 BACK/BSA/21.5 hrs/PXL_20260828_083726802.jpg,ok,9
443,0.6 BACK/BSA/21.5 hrs/PXL_20260828_083750174.jpg,ok,5
444,0.6 BACK/BSA/21.5 hrs/PXL_20260828_085508060.jpg,ok,10
445,0.6 BACK/BSA/21.5 hrs/PXL_20260828_085521309.jpg,ok,11
446,0.6 BACK/BSA/21.5 hrs/PXL_20260828_085538300.jpg,ok,14
447,0.6 BACK/BSA/21.5 hrs/PXL_20260828_085618734.jpg,ok,8
448,0.6 BACK/BSA/21.5 hrs/PXL_20260828_085632100.jpg,ok,10
449,0.6 BACK/BSA/21.5 hrs/PXL_20260828_085648500.jpg,ok,11
450,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111419374.jpg,ok,1
451,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111433063.jpg,ok,5
452,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111449187.jpg,ok,1
453,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111507327.jpg,ok,6
454,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111526950.jpg,ok,2
455,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111541319.jpg,ok,5
456,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111605929.jpg,ok,1
457,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111623022.jpg,ok,4
458,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111641350.jpg,ok,2
459,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111654296.jpg,ok,5
460,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111707877.jpg,ok,1
461,0.6 BACK/NON BSA/0 hrs/PXL_20260827_111719081.jpg,ok,4
462,0.6 BACK/NON BSA/0 hrs/PXL_20260827_112255829.jpg,ok,2
463,0.6 BACK/NON BSA/0 hrs/PXL_20260827_112306362.jpg,ok,3
464,0.6 BACK/NON BSA/0 hrs/PXL_20260827_112317339.jpg,ok,5
465,0.6 BACK/NON BSA/0 hrs/PXL_20260827_112401783.jpg,ok,2
466,0.6 BACK/NON BSA/0 hrs/PXL_20260827_112419511.jpg,ok,3
467,0.6 BACK/NON BSA/0 hrs/PXL_20260827_112431496.jpg,ok,4
468,0.6 BACK/NON BSA/1 hr/PXL_20260827_121050829.jpg,ok,5
469,0.6 BACK/NON BSA/1 hr/PXL_20260827_121115229.jpg,ok,6
470,0.6 BACK/NON BSA/1 hr/PXL_20260827_121134416.jpg,ok,5
471,0.6 BACK/NON BSA/1 hr/PXL_20260827_121202233.jpg,ok,4
472,0.6 BACK/NON BSA/1 hr/PXL_20260827_121217844.jpg,ok,4
473,0.6 BACK/NON BSA/1 hr/PXL_20260827_121238034.jpg,ok,6
474,0.6 BACK/NON BSA/1 hr/PXL_20260827_123429210.jpg,ok,3
475,0.6 BACK/NON BSA/1 hr/PXL_20260827_123439206.jpg,ok,5
476,0.6 BACK/NON BSA/1 hr/PXL_20260827_123449412.jpg,ok,5
477,0.6 BACK/NON BSA/1 hr/PXL_20260827_123516256.jpg,ok,2
478,0.6 BACK/NON BSA/1 hr/PXL_20260827_123525410.jpg,ok,3
479,0.6 BACK/NON BSA/1 hr/PXL_20260827_123535901.jpg,ok,5
480,0.6 BACK/NON BSA/2 hrs/PXL_20260827_130648683.jpg,ok,5
481,0.6 BACK/NON BSA/2 hrs/PXL_20260827_130703438.jpg,ok,7
482,0.6 BACK/NON BSA/2 hrs/PXL_20260827_130722115.jpg,ok,6
483,0.6 BACK/NON BSA/2 hrs/PXL_20260827_130822441.jpg,ok,4
484,0.6 BACK/NON BSA/2 hrs/PXL_20260827_130839787.jpg,ok,5
485,0.6 BACK/NON BSA/2 hrs/PXL_20260827_130856687.jpg,ok,5
486,0.6 BACK/NON BSA/2 hrs/PXL_20260827_131544349.jpg,ok,2
487,0.6 BACK/NON BSA/2 hrs/PXL_20260827_131555266.jpg,ok,4
488,0.6 BACK/NON BSA/2 hrs/PXL_20260827_131611716.jpg,ok,5
489,0.6 BACK/NON BSA/2 hrs/PXL_20260827_131640131.jpg,ok,3
490,0.6 BACK/NON BSA/2 hrs/PXL_20260827_131651302.jpg,ok,5
491,0.6 BACK/NON BSA/2 hrs/PXL_20260827_131704155.jpg,ok,5
492,0.6 BACK/NON BSA/3 hrs/PXL_20260827_140907264.jpg,ok,7
493,0.6 BACK/NON BSA/3 hrs/PXL_20260827_140921966.jpg,ok,7
494,0.6 BACK/NON BSA/3 hrs/PXL_20260827_140939933.jpg,ok,5
495,0.6 BACK/NON BSA/3 hrs/PXL_20260827_141017208.jpg,ok,5
496,0.6 BACK/NON BSA/3 hrs/PXL_20260827_141035059.jpg,ok,5
497,0.6 BACK/NON BSA/3 hrs/PXL_20260827_141101190.jpg,ok,5
498,0.6 BACK/NON BSA/3 hrs/PXL_20260827_141944612.jpg,ok,2
499,0.6 BACK/NON BSA/3 hrs/PXL_20260827_141956269.jpg,ok,4
500,0.6 BACK/NON BSA/3 hrs/PXL_20260827_142009125.jpg,ok,6
501,0.6 BACK/NON BSA/3 hrs/PXL_20260827_142119948.jpg,ok,6
502,0.6 BACK/NON BSA/3 hrs/PXL_20260827_142151810.jpg,ok,9
503,0.6 BACK/NON BSA/3 hrs/PXL_20260827_142202560.jpg,ok,10
504,0.6 BACK/NON BSA/4 hrs/PXL_20260827_150529702.jpg,ok,8
505,0.6 BACK/NON BSA/4 hrs/PXL_20260827_150545801.jpg,ok,6
506,0.6 BACK/NON BSA/4 hrs/PXL_20260827_150555841.jpg,ok,5
507,0.6 BACK/NON BSA/4 hrs/PXL_20260827_150627118.jpg,ok,6
508,0.6 BACK/NON BSA/4 hrs/PXL_20260827_150638029.jpg,ok,7
509,0.6 BACK/NON BSA/4 hrs/PXL_20260827_150658610.jpg,ok,5
510,0.6 BACK/NON BSA/4 hrs/PXL_20260827_151811623.jpg,ok,9
511,0.6 BACK/NON BSA/4 hrs/PXL_20260827_151845399.jpg,ok,9
512,0.6 BACK/NON BSA/4 hrs/PXL_20260827_151905702.jpg,ok,12
513,0.6 BACK/NON BSA/4 hrs/PXL_20260827_152013333.jpg,ok,10
514,0.6 BACK/NON BSA/4 hrs/PXL_20260827_152032153.jpg,ok,12
515,0.6 BACK/NON BSA/4 hrs/PXL_20260827_152120708.jpg,ok,6
516,0.6 BACK/NON BSA/5 hrs/PXL_20260827_160751781.jpg,ok,7
517,0.6 BACK/NON BSA/5 hrs/PXL_20260827_160805233.jpg,ok,7
518,0.6 BACK/NON BSA/5 hrs/PXL_20260827_160815315.jpg,ok,8
519,0.6 BACK/NON BSA/5 hrs/PXL_20260827_160845906.jpg,ok,4
520,0.6 BACK/NON BSA/5 hrs/PXL_20260827_160902972.jpg,ok,5
521,0.6 BACK/NON BSA/5 hrs/PXL_20260827_160922440.jpg,ok,4
522,0.6 BACK/NON BSA/5 hrs/PXL_20260827_162524285.jpg,ok,8
523,0.6 BACK/NON BSA/5 hrs/PXL_20260827_162536880.jpg,ok,6
524,0.6 BACK/NON BSA/5 hrs/PXL_20260827_162549596.jpg,ok,12
525,0.6 BACK/NON BSA/5 hrs/PXL_20260827_162614485.jpg,ok,6
526,0.6 BACK/NON BSA/5 hrs/PXL_20260827_162628101.jpg,ok,8
527,0.6 BACK/NON BSA/5 hrs/PXL_20260827_162641528.jpg,ok,11
528,0.6 BACK/NON BSA/6 hrs/PXL_20260827_170607708.jpg,ok,4
529,0.6 BACK/NON BSA/6 hrs/PXL_20260827_170623820.jpg,ok,5
530,0.6 BACK/NON BSA/6 hrs/PXL_20260827_170632814.jpg,ok,6
531,0.6 BACK/NON BSA/6 hrs/PXL_20260827_170713722.jpg,ok,4
532,0.6 BACK/NON BSA/6 hrs/PXL_20260827_170728483.jpg,ok,5
533,0.6 BACK/NON BSA/6 hrs/PXL_20260827_170817720.jpg,ok,5
534,0.6 BACK/NON BSA/6 hrs/PXL_20260827_172011585.jpg,ok,9
535,0.6 BACK/NON BSA/6 hrs/PXL_20260827_172030214.jpg,ok,8
536,0.6 BACK/NON BSA/6 hrs/PXL_20260827_172053476.jpg,ok,12
537,0.6 BACK/NON BSA/6 hrs/PXL_20260827_172136542.jpg,ok,6
538,0.6 BACK/NON BSA/6 hrs/PXL_20260827_172153918.jpg,ok,10
539,0.6 BACK/NON BSA/6 hrs/PXL_20260827_172208411.jpg,ok,11
540,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_183958875.jpg,ok,5
541,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184030941.jpg,ok,6
542,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184053030.jpg,ok,6
543,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184130274.jpg,ok,4
544,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184155173.jpg,ok,5
545,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184211163.jpg,ok,5
546,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185342484.jpg,ok,8
547,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185358682.jpg,ok,8
548,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185412956.jpg,ok,13
549,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185453614.jpg,ok,6
550,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185509964.jpg,ok,8
551,0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185524974.jpg,ok,11
552,0.6 BACK/NON BSA/9 hrs/PXL_20260827_200750256.jpg,ok,7
553,0.6 BACK/NON BSA/9 hrs/PXL_20260827_200800276.jpg,ok,7
554,0.6 BACK/NON BSA/9 hrs/PXL_20260827_200812542.jpg,ok,4
555,0.6 BACK/NON BSA/9 hrs/PXL_20260827_200838211.jpg,ok,5
556,0.6 BACK/NON BSA/9 hrs/PXL_20260827_200854136.jpg,ok,7
557,0.6 BACK/NON BSA/9 hrs/PXL_20260827_200915546.jpg,ok,4
558,0.6 BACK/NON BSA/9 hrs/PXL_20260827_201949812.jpg,ok,8
559,0.6 BACK/NON BSA/9 hrs/PXL_20260827_202008369.jpg,ok,8
560,0.6 BACK/NON BSA/9 hrs/PXL_20260827_202022101.jpg,ok,13
561,0.6 BACK/NON BSA/9 hrs/PXL_20260827_202056814.jpg,ok,6
562,0.6 BACK/NON BSA/9 hrs/PXL_20260827_202112888.jpg,ok,8
563,0.6 BACK/NON BSA/9 hrs/PXL_20260827_202131901.jpg,ok,10
564,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213653405.jpg,ok,9
565,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213707939.jpg,ok,7
566,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213719214.jpg,ok,6
567,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213742710.jpg,ok,5
568,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213804509.jpg,ok,5
569,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213813658.jpg,ok,4
570,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214659787.jpg,ok,8
571,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214717529.jpg,ok,13
572,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214741580.jpg,ok,12
573,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214833692.jpg,ok,7
574,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214846845.jpg,ok,8
575,0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214857761.jpg,ok,10
576,0.6 BACK/NON BSA/12 hrs/PXL_20260827_225710934.jpg,ok,8
577,0.6 BACK/NON BSA/12 hrs/PXL_20260827_225741485.jpg,ok,7
578,0.6 BACK/NON BSA/12 hrs/PXL_20260827_225825698.jpg,ok,5
579,0.6 BACK/NON BSA/12 hrs/PXL_20260827_225855047.jpg,ok,4
580,0.6 BACK/NON BSA/12 hrs/PXL_20260827_225905696.jpg,ok,5
581,0.6 BACK/NON BSA/12 hrs/PXL_20260827_225925599.jpg,ok,5
582,0.6 BACK/NON BSA/12 hrs/PXL_20260827_231002599.jpg,ok,8
583,0.6 BACK/NON BSA/12 hrs/PXL_20260827_231041431.jpg,ok,8
584,0.6 BACK/NON BSA/12 hrs/PXL_20260827_231103164.jpg,ok,12
585,0.6 BACK/NON BSA/12 hrs/PXL_20260827_231147704.jpg,ok,6
586,0.6 BACK/NON BSA/12 hrs/PXL_20260827_231211243.jpg,ok,8
587,0.6 BACK/NON BSA/12 hrs/PXL_20260827_231232825.jpg,ok,11
588,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084153934.jpg,ok,9
589,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084231375.jpg,ok,8
590,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084249640.jpg,ok,5
591,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084327210.jpg,ok,7
592,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084402659.jpg,ok,7
593,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084427580.jpg,ok,4
594,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085720753.jpg,ok,8
595,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085734553.jpg,ok,8
596,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085758291.jpg,ok,13
597,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085932728.jpg,ok,6
598,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085941905.jpg,ok,8
599,0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085953523.jpg,ok,11
