geometry,perturb,idx,series,coating,arm,t,centroid_mag,d90_mag,nav_index
colour,False,62,COOH_S1,COOH,small,1.5,0.8901791320493961,2.1665009292521087,0.3997881835657002
colour,False,63,COOH_S2,COOH,small,1.5,0.9664553353776972,2.472540791935149,0.7183571030668567
colour,False,64,PEG_L3,PEG,large,1.5,1.4154899404512944,3.0864792412759225,0.8618659682930551
colour,False,65,PEG_S3,PEG,small,1.5,0.8731182079333857,2.1245550892776732,0.4179432127610797
colour,False,66,COOH_L3,COOH,large,1.5,1.2924972548267175,2.7667413939807384,0.9075341303016868
colour,False,67,COOH_S3,COOH,small,1.5,0.9073328202214334,2.11872621646447,0.3454232314762593
colour,False,68,PEG_control,PEG,control,1.5,1.1226060489852197,2.3915464091337775,0.0015533495929816
colour,False,69,COOH_control,COOH,control,1.5,0.8996285994156384,1.9324972883713696,-0.2169437524324253
colour,False,70,PEG_L1,PEG,large,2.0,1.527390363970104,3.15484001774752,0.8336748798986876
colour,False,71,PEG_L2,PEG,large,2.0,1.4928059178460922,3.1768108724682844,0.8651237092167271
colour,False,72,PEG_S1,PEG,small,2.0,0.9714373309995,2.446684974978641,0.6531835434187784
colour,False,73,PEG_S2,PEG,small,2.0,1.5380930837055855,3.246582934562486,0.161996875022094
colour,False,74,COOH_L1,COOH,large,2.0,1.4521727270714957,2.7948108072857885,0.8420884244357703
colour,False,75,COOH_L2,COOH,large,2.0,1.5169902181060897,3.15441894423628,0.7854869000986665
colour,False,76,COOH_S1,COOH,small,2.0,0.9528078736498728,2.113369803256685,0.6186638212855696
colour,False,77,COOH_S2,COOH,small,2.0,0.9888828310892246,2.5964067811238585,0.7178925153154427
colour,False,78,PEG_L3,PEG,large,2.0,1.531286624452172,3.149759631274872,0.8563691507588336
colour,False,79,PEG_S3,PEG,small,2.0,0.8921483840370634,2.162961023599331,0.4075293451954099
colour,False,80,COOH_L3,COOH,large,2.0,1.4035016863395755,2.898686903335244,0.9486217576707672
colour,False,81,COOH_S3,COOH,small,2.0,0.7791334200449679,1.908168570400423,0.5449924223368964
colour,False,82,PEG_control,PEG,control,2.0,1.084756370277872,2.3207196843480427,-0.0178578868357417
colour,False,83,COOH_control,COOH,control,2.0,0.7321035683252048,1.8511312387457657,0.1447233896371778
colour,False,84,PEG_L1,PEG,large,2.5,1.3047104511671217,2.5495821967101495,0.751944291479121
colour,False,85,PEG_L2,PEG,large,2.5,1.7293474219684994,3.328754711036607,0.9011873465233974
colour,False,86,PEG_S1,PEG,small,2.5,1.107406165659008,2.8070294099701028,0.6054468871956358
colour,False,87,PEG_S2,PEG,small,2.5,1.435797837145312,3.1279128819638538,0.4087870314151423
colour,False,88,COOH_L1,COOH,large,2.5,1.2994671309608463,2.5622273532134097,0.6756436463929065
colour,False,89,COOH_L2,COOH,large,2.5,1.6198904627649793,3.308134783230005,0.5513389962771725
colour,False,90,COOH_S1,COOH,small,2.5,0.952017642546774,2.174126167350422,0.6330933105490765
colour,False,91,COOH_S2,COOH,small,2.5,1.067801475598661,2.7584717317576315,0.6996400755414011
colour,False,92,PEG_L3,PEG,large,2.5,1.5772416902610924,3.184849132841435,0.8937935773288825
colour,False,93,PEG_S3,PEG,small,2.5,0.8304648540716294,2.081841820681132,0.5307936303080698
colour,False,94,COOH_L3,COOH,large,2.5,1.5262993204131814,3.0200105304068785,0.9502591153166552
colour,False,95,COOH_S3,COOH,small,2.5,0.7328753328959166,1.793538466014898,0.5368184782519182
colour,False,96,PEG_control,PEG,control,2.5,1.081366342541353,2.284405024636866,-0.1199480471132942
colour,False,97,COOH_control,COOH,control,2.5,0.9300344674876592,1.91843671029089,-0.3894363194825568
colour,False,98,PEG_L1,PEG,large,3.0,1.7125474502053,3.31719575845666,0.8739561641582928
colour,False,99,PEG_L2,PEG,large,3.0,1.6742824905126652,3.3758753228366496,0.8812608530915328
colour,False,100,PEG_S1,PEG,small,3.0,1.105246296261995,2.6591078290105674,0.6524935484936172
colour,False,101,PEG_S2,PEG,small,3.0,1.4609278247167503,3.16843883503122,0.3452729578774364
colour,False,102,COOH_L1,COOH,large,3.0,1.6325075364729311,3.266282107126029,0.8325950406680819
colour,False,103,COOH_L2,COOH,large,3.0,1.7020684497253968,3.3040693862194996,0.7897061978340221
colour,False,104,COOH_S1,COOH,small,3.0,1.0471600179414655,2.2645020003333896,0.7275339367392893
colour,False,105,COOH_S2,COOH,small,3.0,1.1329595258048186,2.908213067339069,0.6653666808964581
colour,False,106,PEG_L3,PEG,large,3.0,1.7073648819628071,3.3062177082644815,0.8830958458419237
colour,False,107,PEG_S3,PEG,small,3.0,0.7935236314583505,1.9828759163093228,0.5936465425095389
colour,False,108,COOH_L3,COOH,large,3.0,1.6548699511886134,3.13517658901985,0.913570465240603
colour,False,109,COOH_S3,COOH,small,3.0,0.7498529980863688,1.8073132537454988,0.655926162055204
colour,False,110,PEG_control,PEG,control,3.0,0.9810437097727804,2.189706466258118,-0.0760579250954956
colour,False,111,COOH_control,COOH,control,3.0,0.9201726149931886,1.9179153572937575,-0.4070581975914346
colour,False,112,PEG_L1,PEG,large,3.5,1.7714984302354355,3.3642985292870016,0.9094493939242104
colour,False,113,PEG_L2,PEG,large,3.5,1.7050099043739115,3.41987696491174,0.8804236387095753
colour,False,114,PEG_S1,PEG,small,3.5,1.1679358988054032,2.7152096729715844,0.6573494702883984
colour,False,115,PEG_S2,PEG,small,3.5,1.4284723677409246,3.115233063072394,0.5329615799397407
colour,False,116,COOH_L1,COOH,large,3.5,1.4177049401774284,2.6991389572216877,0.7393625900890928
colour,False,117,COOH_L2,COOH,large,3.5,1.7586687946729462,3.370698384111262,0.8217289377467494
colour,False,118,COOH_S1,COOH,small,3.5,1.0484673360481072,2.3411452417702967,0.6137624917128366
colour,False,119,COOH_S2,COOH,small,3.5,1.3783518420716003,2.538590925164656,0.8998645929388494
colour,False,120,PEG_L3,PEG,large,3.5,1.7420473979667406,3.3369583903381352,0.8680555150958644
colour,False,121,PEG_S3,PEG,small,3.5,0.9285935220410624,2.0441146723067334,0.261014277686514
colour,False,122,COOH_L3,COOH,large,3.5,1.5247939193953957,3.09864522555856,0.9538777780593416
colour,False,123,COOH_S3,COOH,small,3.5,0.7824850078166341,1.7636841812312147,0.643250875510165
colour,False,124,PEG_control,PEG,control,3.5,1.009730618278459,2.152550423975974,-0.2313395192572562
colour,False,125,COOH_control,COOH,control,3.5,0.8020814520399607,1.830648327009314,-0.1885837211338208
colour,False,126,PEG_L1,PEG,large,4.0,1.8304479526304769,3.409048644181288,0.8731947773663598
colour,False,127,PEG_L2,PEG,large,4.0,1.844503098787657,3.4660855551605647,0.8791467586017101
colour,False,128,PEG_S1,PEG,small,4.0,1.174029090233982,3.0611354560460047,0.0156141215403197
colour,False,129,PEG_S2,PEG,small,4.0,1.4940025392111846,3.194528905524177,0.4423348642995774
colour,False,130,COOH_L1,COOH,large,4.0,1.6950243934157696,3.337148476916103,0.8411943850338044
colour,False,131,COOH_L2,COOH,large,4.0,1.8422224095567088,3.4042536973170145,0.7086270391422984
colour,False,132,COOH_S1,COOH,small,4.0,1.089568433875688,2.388879823337983,0.5988257404292187
colour,False,133,COOH_S2,COOH,small,4.0,1.197206643965271,2.6620904778058763,0.6695551144064085
colour,False,134,PEG_L3,PEG,large,4.0,1.6204100079054011,3.283965745357766,0.916575890465984
colour,False,135,PEG_S3,PEG,small,4.0,0.8845557090528807,2.034861744249253,0.5114172325820661
colour,False,136,COOH_L3,COOH,large,4.0,1.572283960521919,3.127628297825631,0.9492542120316492
colour,False,137,COOH_S3,COOH,small,4.0,0.7973907217563838,1.7487811051892714,0.7373410235056678
colour,False,138,PEG_control,PEG,control,4.0,0.93371333264207,2.116510970286315,-0.0925535174320008
colour,False,139,COOH_control,COOH,control,4.0,0.7705989290589369,1.830736206055266,-0.1468492117990952
colour,False,140,PEG_L1,PEG,large,4.5,1.8697456984437424,3.444342780654012,0.7512591385973791
colour,False,141,PEG_L2,PEG,large,4.5,1.7892168131658668,3.46665751074616,0.8645846502613969
colour,False,142,PEG_S1,PEG,small,4.5,1.344733393727001,2.856790687919464,0.8429861766899873
colour,False,143,PEG_S2,PEG,small,4.5,1.4660096431726437,3.1358152615127346,0.4989191459277645
colour,False,144,COOH_L1,COOH,large,4.5,1.8013779811502229,3.369917166795952,0.8462787585246925
colour,False,145,COOH_L2,COOH,large,4.5,1.7206399787768154,3.381989652577156,0.836610403380304
colour,False,146,COOH_S1,COOH,small,4.5,1.1885392185441228,2.437348526691941,0.7115040777804309
colour,False,147,COOH_S2,COOH,small,4.5,1.2331835337840855,2.785981521999761,0.7533166863391164
colour,False,148,PEG_L3,PEG,large,4.5,1.5931950269573136,3.281597554659175,0.9220576183025896
colour,False,149,PEG_S3,PEG,small,4.5,0.8757223924351005,1.9658188896152469,0.5629702567042357
colour,False,150,COOH_L3,COOH,large,4.5,1.575605193067286,3.140350386879332,0.9390534489327532
colour,False,151,COOH_S3,COOH,small,4.5,0.8561290183452902,1.8401638915318748,0.7900394542273729
colour,False,152,PEG_control,PEG,control,4.5,0.8253232375373638,2.0094225618402395,0.0363559321921082
colour,False,153,COOH_control,COOH,control,4.5,0.8468850613937692,1.8856390628393145,-0.3132119971861802
colour,False,154,PEG_L1,PEG,large,5.0,1.9221667411799743,3.4731078033378444,0.7378158239811297
colour,False,155,PEG_L2,PEG,large,5.0,1.8133079626798971,3.4885947576930167,0.8806349101230766
colour,False,156,PEG_S1,PEG,small,5.0,1.2491392393090766,2.691244761872139,0.745058136369418
colour,False,157,PEG_S2,PEG,small,5.0,1.4691446374603216,3.1546244603772875,0.5114320706012218
colour,False,158,COOH_L1,COOH,large,5.0,1.8218086468979255,3.3760991998887744,0.8408091408773329
colour,False,159,COOH_L2,COOH,large,5.0,1.7728238607179911,3.414442085824985,0.7914982982940124
colour,False,160,COOH_S1,COOH,small,5.0,1.263317667733738,2.5826517009297247,0.6584337710082857
colour,False,161,COOH_S2,COOH,small,5.0,1.302334844827658,2.8554839831265606,0.7475558878397217
colour,False,162,PEG_L3,PEG,large,5.0,1.7076411550685695,3.335785046455055,0.910279025598252
colour,False,163,COOH_L3,COOH,large,5.0,1.5191071936273928,3.113033942035702,0.9443296523686736
colour,False,164,COOH_S3,COOH,small,5.0,1.1335252842241632,2.605501216215106,0.7441728832802004
colour,False,165,PEG_control,PEG,control,5.0,0.8551043247451356,2.027218508943397,-0.0316694076311479
colour,False,166,COOH_control,COOH,control,5.0,0.8434289418462568,1.8193149399895945,-0.2406176363846752
colour,False,167,PEG_S3,PEG,small,5.0,0.8761928000872996,1.992697967818648,0.739989648756985
colour,False,168,PEG_L1,PEG,large,5.5,1.941195288217247,3.4823686938860496,0.7338038755767528
colour,False,169,PEG_L2,PEG,large,5.5,1.838589007349096,3.4856471771875364,0.8853999960261233
colour,False,170,PEG_S1,PEG,small,5.5,1.316481136968687,2.977903873500371,0.718441244255196
colour,False,171,PEG_S2,PEG,small,5.5,1.4871154928330153,3.158670513899114,0.5473505973558106
colour,False,172,COOH_L1,COOH,large,5.5,1.814634921687693,3.3803942734093297,0.8171029645585515
colour,False,173,COOH_L2,COOH,large,5.5,1.775886491682383,3.401151701477887,0.7781307024979722
colour,False,174,COOH_S1,COOH,small,5.5,1.288737274635214,2.6380370842963536,0.6225419203227595
colour,False,175,COOH_S2,COOH,small,5.5,1.3818233318881634,2.8951217071280997,0.7864632238621198
colour,False,177,COOH_L3,COOH,large,5.5,1.6261855583267038,3.16431269158204,0.9278447223218392
colour,False,178,COOH_S3,COOH,small,5.5,1.0714380127025347,2.3700135750894025,0.8435432623077405
colour,False,180,PEG_control,PEG,control,5.5,0.8602554606409141,2.08041676664967,-0.0281656861303376
colour,False,181,COOH_control,COOH,control,5.5,1.0971117592243445,2.700846903388745,0.4542415118429486
colour,False,182,PEG_L1,PEG,large,6.0,2.000705794935157,3.4828970688909333,0.714422397555574
colour,False,183,PEG_L2,PEG,large,6.0,1.8608963870813304,3.4991482039245487,0.879080630925125
colour,False,184,PEG_S1,PEG,small,6.0,1.3231639876243118,2.938226627636245,0.7205556100055641
colour,False,185,PEG_S2,PEG,small,6.0,1.368115568742156,2.959821779573809,0.7624703794182346
colour,False,186,COOH_L1,COOH,large,6.0,1.8361115493644553,3.3845410277069665,0.8051491020216139
colour,False,187,COOH_L2,COOH,large,6.0,1.663285005627258,3.3578834328735865,0.8638844948249352
colour,False,188,COOH_S1,COOH,small,6.0,1.3998575229309358,2.70030374874484,0.6835402422833168
colour,False,189,COOH_S2,COOH,small,6.0,1.5430848505057666,2.9459791001382207,0.8511869831041619
colour,False,190,PEG_L3,PEG,large,6.0,1.744241698857239,3.3639411788215785,0.900159319584132
colour,False,191,COOH_L3,COOH,large,6.0,1.5413117094565223,3.1226365573919845,0.9444533917255586
colour,False,192,COOH_S3,COOH,small,6.0,1.1301001883396815,2.4702205464667126,0.8214699214097689
colour,False,193,PEG_S3,PEG,small,6.0,0.9181281172062932,2.0162490284135073,0.7112304723875986
colour,False,194,COOH_control,COOH,control,6.0,0.7946615204371328,1.72432137403945,-0.4371119313169995
colour,False,195,PEG_control,PEG,control,6.0,0.8157787943146841,2.0339341279326426,0.1072089622059702
colour,True,0,PEG_L1,PEG,large,0.0,1.1741352402934215,2.318109888349719,-0.2088003538195664
colour,True,1,PEG_L2,PEG,large,0.0,1.0089365433949349,2.4660109946434505,0.4579288728469146
colour,True,2,PEG_S1,PEG,small,0.0,0.6777893886620393,1.835825667084096,0.2680928070241302
colour,True,3,PEG_S2,PEG,small,0.0,1.2627950894808846,2.655394024081368,0.1560187936712986
colour,True,4,COOH_L1,COOH,large,0.0,0.9246806088456212,2.0306846676262613,-0.092827679781219
colour,True,5,COOH_L2,COOH,large,0.0,0.8987843967800596,1.903100752654228,-0.3516296946082843
colour,True,6,COOH_S1,COOH,small,0.0,0.8350390992524216,1.7990930344345395,0.0860149571599721
colour,True,7,COOH_S2,COOH,small,0.0,1.0431390279289456,2.24228282555191,-0.5897307186810576
colour,True,8,PEG_L1,PEG,large,0.0,1.4506512863284051,3.0547485345132483,0.287091141244466
colour,True,9,PEG_L2,PEG,large,0.0,1.4868756706656416,3.243814140541844,0.4591649329739636
colour,True,10,PEG_S1,PEG,small,0.0,0.8675180998465342,1.8752298197683337,0.0138947719864045
colour,True,11,PEG_S2,PEG,small,0.0,1.3370355017949034,2.8304295684655463,0.2840455354969282
colour,True,12,COOH_L1,COOH,large,0.0,1.1655759948466196,2.9514842233970935,0.4192926606014939
colour,True,13,COOH_L2,COOH,large,0.0,1.103161267689124,2.719463847434971,0.2700964635476762
colour,True,14,COOH_S1,COOH,small,0.0,0.8183089254262691,1.7436315890822809,0.4064963876398313
colour,True,15,COOH_S2,COOH,small,0.0,1.034291714869493,2.187096712381266,0.1878794110712927
colour,True,16,PEG_L3,PEG,large,0.0,0.9628606985832548,1.9874058719859011,-0.6073631897770283
colour,True,17,PEG_S3,PEG,small,0.0,0.997754357422485,1.9909278530805463,0.0953953556613633
colour,True,18,COOH_L3,COOH,large,0.0,1.1121404481114567,2.171871002055573,-0.0714490112544085
colour,True,19,COOH_S3,COOH,small,0.0,1.0552349718464364,2.166442322255399,0.124798271407729
colour,True,20,PEG_control,PEG,control,0.0,1.4190355734114546,2.8122495968889316,0.1769186361880704
colour,True,21,COOH_control,COOH,control,0.0,0.95246528767324,2.0451192757916083,-0.0509024787825285
colour,True,22,PEG_L3,PEG,large,0.0,1.548377885865001,3.1979406095541942,0.5874863500725872
colour,True,23,PEG_S3,PEG,small,0.0,1.0058805610096415,2.0897683465164594,0.2280193572267363
colour,True,24,COOH_L3,COOH,large,0.0,1.481066626395336,3.042992940875408,0.4010754597092754
colour,True,25,COOH_S3,COOH,small,0.0,1.0639380337281656,2.2291335224908893,0.1886785861043939
colour,True,26,PEG_control,PEG,control,0.0,1.2160779826953814,2.625495956415718,0.1518779334213944
colour,True,27,COOH_control,COOH,control,0.0,0.8503904542307876,1.982546372826845,0.0527708189554602
colour,True,28,PEG_L1,PEG,large,0.5,1.477537539700843,3.32659376029751,0.5566548182746811
colour,True,29,PEG_L2,PEG,large,0.5,1.1111733408452251,2.9512667597631324,0.7978004134019443
colour,True,30,PEG_S1,PEG,small,0.5,0.667611718141932,1.7872625463344665,0.3655008386871985
colour,True,31,PEG_S2,PEG,small,0.5,1.4547626033947254,3.0659083907685885,0.0190893928156742
colour,True,32,COOH_L1,COOH,large,0.5,1.1181903845392436,2.626419643709748,0.2451233178320966
colour,True,33,COOH_L2,COOH,large,0.5,0.9869176918743652,2.562490693315876,0.7512304256240143
colour,True,34,COOH_S1,COOH,small,0.5,0.6821492655394447,1.4716930233444865,0.353921673975526
colour,True,35,COOH_S2,COOH,small,0.5,0.784494296865156,2.1589459844417664,0.6509726517870834
colour,True,36,PEG_L3,PEG,large,0.5,1.4779387240168196,3.181880103701846,0.734889037388131
colour,True,37,PEG_S3,PEG,small,0.5,0.954571272296472,2.102619270107283,0.2481602261119918
colour,True,38,COOH_L3,COOH,large,0.5,1.3092869397679985,3.01754694195441,0.7301850661685307
colour,True,39,COOH_S3,COOH,small,0.5,0.915752134392164,2.1713550097302807,0.3508694251771697
colour,True,40,PEG_control,PEG,control,0.5,1.172004655681594,2.474039400366985,0.000656134391791
colour,True,41,COOH_control,COOH,control,0.5,0.7943453704907746,1.9227050781250004,0.117363479074811
colour,True,42,PEG_L1,PEG,large,1.0,1.3833812455275278,3.230109587580648,0.7138291916675983
colour,True,43,PEG_L2,PEG,large,1.0,1.207802898187483,2.9071949964870023,0.8590370798121636
colour,True,44,PEG_S1,PEG,small,1.0,0.6861076771246903,1.7369943460635806,0.4899207220045364
colour,True,45,PEG_S2,PEG,small,1.0,1.4117059171412685,3.036099492863492,0.1523976452846605
colour,True,46,COOH_L1,COOH,large,1.0,1.1912143708488945,3.014584161872189,0.7672017479434872
colour,True,47,COOH_L2,COOH,large,1.0,1.0451664012450124,2.444912202872236,0.8117907224587901
colour,True,48,COOH_S1,COOH,small,1.0,0.7516222355144304,1.6181064447966196,0.5311239825837868
colour,True,49,COOH_S2,COOH,small,1.0,0.8383028486959084,2.1647764298829353,0.755505412834023
colour,True,50,PEG_L3,PEG,large,1.0,1.3686188670228014,3.0836530833333335,0.815350119781662
colour,True,51,PEG_S3,PEG,small,1.0,0.8303503862031676,2.0887158163083397,0.5008742361902303
colour,True,52,COOH_L3,COOH,large,1.0,1.2016720940362695,2.833050346630299,0.8622618095531045
colour,True,53,COOH_S3,COOH,small,1.0,0.828874020686678,2.071711013412634,0.5037073203732748
colour,True,54,PEG_control,PEG,control,1.0,1.1376222334474244,2.431581937332063,0.0537387081769624
colour,True,55,COOH_control,COOH,control,1.0,0.72671032402572,1.8362443570518068,0.1819985150955423
colour,True,56,PEG_L1,PEG,large,1.5,1.4705571761076477,3.253819051510961,0.7579541214892241
colour,True,57,PEG_L2,PEG,large,1.5,1.3730869292977992,3.066666883737085,0.8465210903799172
colour,True,58,PEG_S1,PEG,small,1.5,0.8298754508116534,2.011084403200298,0.5000132481311117
colour,True,59,PEG_S2,PEG,small,1.5,1.4519017102917355,3.132094078283578,0.109376504622287
colour,True,60,COOH_L1,COOH,large,1.5,1.1202139512086442,2.559151928675401,0.6581942820557057
colour,True,61,COOH_L2,COOH,large,1.5,1.2421074758736803,2.727082261692235,0.8318105942687304
colour,True,62,COOH_S1,COOH,small,1.5,0.8901383465193436,2.166460406844771,0.3996723142631358
colour,True,63,COOH_S2,COOH,small,1.5,0.9664671635974116,2.472545122289199,0.7183700960454674
colour,True,64,PEG_L3,PEG,large,1.5,1.4134310288045595,3.0751959787120375,0.8600821277010358
colour,True,65,PEG_S3,PEG,small,1.5,0.8738867464311009,2.131678307042141,0.4069759724762605
colour,True,66,COOH_L3,COOH,large,1.5,1.2924062354485963,2.766680145980047,0.90778641652662
colour,True,67,COOH_S3,COOH,small,1.5,0.9153782142410656,2.1257233890517027,0.3513890087993179
colour,True,68,PEG_control,PEG,control,1.5,1.0852617372334077,2.4026588232646335,0.0982650563992485
colour,True,69,COOH_control,COOH,control,1.5,0.8995363115764948,1.9326047229274277,-0.2167594208489858
colour,True,70,PEG_L1,PEG,large,2.0,1.5273543423274756,3.154817225301503,0.8339108827319995
colour,True,71,PEG_L2,PEG,large,2.0,1.4927948132460616,3.176717448235443,0.8651634350785845
colour,True,72,PEG_S1,PEG,small,2.0,0.971412934702965,2.446526047392208,0.6532345985930953
colour,True,73,PEG_S2,PEG,small,2.0,1.5413045015223883,3.2628016043393866,0.2170765873187382
colour,True,74,COOH_L1,COOH,large,2.0,1.4519962634882218,2.79468764738939,0.8421105602034226
colour,True,75,COOH_L2,COOH,large,2.0,1.5147513088957982,3.1429114546368586,0.7896382401043682
colour,True,76,COOH_S1,COOH,small,2.0,0.9561907897520284,2.1298495549813388,0.6090255906827376
colour,True,77,COOH_S2,COOH,small,2.0,0.9889860972567384,2.596675168034856,0.7177697620936838
colour,True,78,PEG_L3,PEG,large,2.0,1.5245788131797111,3.1362577293926535,0.8473344285115432
colour,True,79,PEG_S3,PEG,small,2.0,0.9699462174105808,2.1880570388984877,0.2221449231214727
colour,True,80,COOH_L3,COOH,large,2.0,1.4034991189939277,2.898677545041916,0.9488696185508936
colour,True,81,COOH_S3,COOH,small,2.0,0.7491575688022338,1.881375321374921,0.6099926472007595
