idx,series,ncc
479,0.6_non-BSA_COOH_control_r3,0.4345357120037079
491,0.6_non-BSA_COOH_control_r3,0.9665052890777588
503,0.6_non-BSA_COOH_control_r3,0.4367135763168335
514,0.6_non-BSA_COOH_control_r3,0.9859439730644226
527,0.6_non-BSA_COOH_control_r3,0.9654834270477295
539,0.6_non-BSA_COOH_control_r3,0.9767104387283325
551,0.6_non-BSA_COOH_control_r3,0.9891815185546875
563,0.6_non-BSA_COOH_control_r3,0.43663379549980164
575,0.6_non-BSA_COOH_control_r3,0.987342894077301
587,0.6_non-BSA_COOH_control_r3,0.9879244565963745
599,0.6_non-BSA_COOH_control_r3,0.40615174174308777
456,0.6_non-BSA_COOH_magnet_r1,0.5223016738891602
457,0.6_non-BSA_COOH_magnet_r1,0.5856127142906189
471,0.6_non-BSA_COOH_magnet_r1,0.5802744030952454
483,0.6_non-BSA_COOH_magnet_r1,0.8604172468185425
495,0.6_non-BSA_COOH_magnet_r1,0.8400348424911499
507,0.6_non-BSA_COOH_magnet_r1,0.7686558961868286
519,0.6_non-BSA_COOH_magnet_r1,0.5786197185516357
531,0.6_non-BSA_COOH_magnet_r1,0.876232922077179
543,0.6_non-BSA_COOH_magnet_r1,0.9263249039649963
555,0.6_non-BSA_COOH_magnet_r1,0.9201434850692749
567,0.6_non-BSA_COOH_magnet_r1,0.7987423539161682
579,0.6_non-BSA_COOH_magnet_r1,0.8126298189163208
591,0.6_non-BSA_COOH_magnet_r1,0.880566418170929
458,0.6_non-BSA_COOH_magnet_r2,0.4948491156101227
459,0.6_non-BSA_COOH_magnet_r2,0.5516042709350586
472,0.6_non-BSA_COOH_magnet_r2,0.709140419960022
484,0.6_non-BSA_COOH_magnet_r2,0.6043868660926819
496,0.6_non-BSA_COOH_magnet_r2,0.8522439002990723
508,0.6_non-BSA_COOH_magnet_r2,0.6804378032684326
520,0.6_non-BSA_COOH_magnet_r2,0.8824830055236816
532,0.6_non-BSA_COOH_magnet_r2,0.5556052923202515
544,0.6_non-BSA_COOH_magnet_r2,0.8832374215126038
556,0.6_non-BSA_COOH_magnet_r2,0.7298619151115417
568,0.6_non-BSA_COOH_magnet_r2,0.8510055541992188
580,0.6_non-BSA_COOH_magnet_r2,0.7410342693328857
592,0.6_non-BSA_COOH_magnet_r2,0.8637438416481018
460,0.6_non-BSA_COOH_magnet_r3,0.8155795335769653
461,0.6_non-BSA_COOH_magnet_r3,0.8807647228240967
473,0.6_non-BSA_COOH_magnet_r3,0.8920140862464905
485,0.6_non-BSA_COOH_magnet_r3,0.8436168432235718
497,0.6_non-BSA_COOH_magnet_r3,0.8628875017166138
509,0.6_non-BSA_COOH_magnet_r3,0.8539007902145386
521,0.6_non-BSA_COOH_magnet_r3,0.5663225650787354
533,0.6_non-BSA_COOH_magnet_r3,0.4775186777114868
545,0.6_non-BSA_COOH_magnet_r3,0.6082391738891602
557,0.6_non-BSA_COOH_magnet_r3,0.5860112309455872
569,0.6_non-BSA_COOH_magnet_r3,0.43754369020462036
581,0.6_non-BSA_COOH_magnet_r3,0.6300610303878784
593,0.6_non-BSA_COOH_magnet_r3,0.8051640391349792
462,0.6_non-BSA_PEG_control_r1,0.9086488485336304
474,0.6_non-BSA_PEG_control_r1,0.9550145268440247
486,0.6_non-BSA_PEG_control_r1,0.9395712018013
498,0.6_non-BSA_PEG_control_r1,0.9474540948867798
510,0.6_non-BSA_PEG_control_r1,0.9523971676826477
522,0.6_non-BSA_PEG_control_r1,0.8816154599189758
534,0.6_non-BSA_PEG_control_r1,0.5373755693435669
546,0.6_non-BSA_PEG_control_r1,0.785495400428772
558,0.6_non-BSA_PEG_control_r1,0.7977538108825684
570,0.6_non-BSA_PEG_control_r1,0.7273539304733276
582,0.6_non-BSA_PEG_control_r1,0.5393677949905396
594,0.6_non-BSA_PEG_control_r1,0.5878616571426392
463,0.6_non-BSA_PEG_control_r2,0.888282835483551
475,0.6_non-BSA_PEG_control_r2,0.6563572287559509
487,0.6_non-BSA_PEG_control_r2,0.8753513097763062
499,0.6_non-BSA_PEG_control_r2,0.893503725528717
511,0.6_non-BSA_PEG_control_r2,0.5998039245605469
523,0.6_non-BSA_PEG_control_r2,0.6650553345680237
535,0.6_non-BSA_PEG_control_r2,0.7583503723144531
547,0.6_non-BSA_PEG_control_r2,0.8807201385498047
559,0.6_non-BSA_PEG_control_r2,0.603287935256958
571,0.6_non-BSA_PEG_control_r2,0.552276074886322
583,0.6_non-BSA_PEG_control_r2,0.8708678483963013
595,0.6_non-BSA_PEG_control_r2,0.6698955297470093
464,0.6_non-BSA_PEG_control_r3,0.6159791350364685
476,0.6_non-BSA_PEG_control_r3,0.6033332347869873
488,0.6_non-BSA_PEG_control_r3,0.6361555457115173
500,0.6_non-BSA_PEG_control_r3,0.9230470657348633
512,0.6_non-BSA_PEG_control_r3,0.7767457365989685
524,0.6_non-BSA_PEG_control_r3,0.8353816866874695
536,0.6_non-BSA_PEG_control_r3,0.8310220241546631
548,0.6_non-BSA_PEG_control_r3,0.8967504501342773
560,0.6_non-BSA_PEG_control_r3,0.8762202262878418
572,0.6_non-BSA_PEG_control_r3,0.643378734588623
584,0.6_non-BSA_PEG_control_r3,0.641603410243988
596,0.6_non-BSA_PEG_control_r3,0.8744391202926636
450,0.6_non-BSA_PEG_magnet_r1,0.4502007067203522
451,0.6_non-BSA_PEG_magnet_r1,0.8618097305297852
468,0.6_non-BSA_PEG_magnet_r1,0.544314444065094
480,0.6_non-BSA_PEG_magnet_r1,0.8809741735458374
492,0.6_non-BSA_PEG_magnet_r1,0.878928005695343
504,0.6_non-BSA_PEG_magnet_r1,0.5829023122787476
516,0.6_non-BSA_PEG_magnet_r1,0.5961203575134277
528,0.6_non-BSA_PEG_magnet_r1,0.9153687953948975
540,0.6_non-BSA_PEG_magnet_r1,0.8263471722602844
552,0.6_non-BSA_PEG_magnet_r1,0.7940149903297424
564,0.6_non-BSA_PEG_magnet_r1,0.5784043073654175
576,0.6_non-BSA_PEG_magnet_r1,0.6812310218811035
588,0.6_non-BSA_PEG_magnet_r1,0.8820862770080566
452,0.6_non-BSA_PEG_magnet_r2,0.7613548636436462
453,0.6_non-BSA_PEG_magnet_r2,0.4900592863559723
469,0.6_non-BSA_PEG_magnet_r2,0.6070355772972107
481,0.6_non-BSA_PEG_magnet_r2,0.7585598230361938
493,0.6_non-BSA_PEG_magnet_r2,0.6279317736625671
505,0.6_non-BSA_PEG_magnet_r2,0.6047577857971191
517,0.6_non-BSA_PEG_magnet_r2,0.8318692445755005
529,0.6_non-BSA_PEG_magnet_r2,0.9263058304786682
541,0.6_non-BSA_PEG_magnet_r2,0.8287361860275269
553,0.6_non-BSA_PEG_magnet_r2,0.7584506869316101
565,0.6_non-BSA_PEG_magnet_r2,0.7888787388801575
577,0.6_non-BSA_PEG_magnet_r2,0.119915671646595
589,0.6_non-BSA_PEG_magnet_r2,0.8822853565216064
454,0.6_non-BSA_PEG_magnet_r3,0.6980491280555725
455,0.6_non-BSA_PEG_magnet_r3,0.6054332852363586
470,0.6_non-BSA_PEG_magnet_r3,0.5634794235229492
482,0.6_non-BSA_PEG_magnet_r3,0.8006733655929565
494,0.6_non-BSA_PEG_magnet_r3,0.6012477278709412
506,0.6_non-BSA_PEG_magnet_r3,0.5930749177932739
518,0.6_non-BSA_PEG_magnet_r3,0.6149202585220337
530,0.6_non-BSA_PEG_magnet_r3,0.6142053008079529
542,0.6_non-BSA_PEG_magnet_r3,0.8393610715866089
554,0.6_non-BSA_PEG_magnet_r3,0.8723369836807251
566,0.6_non-BSA_PEG_magnet_r3,0.7670672535896301
578,0.6_non-BSA_PEG_magnet_r3,0.7265726327896118
590,0.6_non-BSA_PEG_magnet_r3,0.8134070634841919
